"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";Peso;Alto;Ancho;Profundidad;Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca
tempera-alba-magic-en-pote-x-275g;;;Color;Azul;;;;;88.00;;0.30;8.50;7.00;7.00;20;260042;;;;;;;;
tempera-alba-magic-en-pote-x-275g;;;Color;Verde;;;;;88.00;;0.30;8.50;7.00;7.00;20;260043;;;;;;;;
tempera-alba-magic-en-pote-x-275g;;;Color;Amarillo;;;;;88.00;;0.30;8.50;7.00;7.00;20;260046;;;;;;;;
tempera-alba-magic-en-pote-x-275g;;;Color;Rojo;;;;;88.00;;0.30;8.50;7.00;7.00;20;260051;;;;;;;;
tempera-alba-magic-en-pote-x-275g;;;Color;Negro;;;;;88.00;;0.30;8.50;7.00;7.00;20;260048;;;;;;;;
tempera-alba-magic-en-pote-x-275g;;;Color;Naranja;;;;;88.00;;0.30;8.50;7.00;7.00;20;260050;;;;;;;;
tempera-alba-magic-en-pote-x-275g;;;Color;Púrpura;;;;;88.00;;0.30;8.50;7.00;7.00;20;260054;;;;;;;;
resaltador-pizzini;"Resaltador Pizzini";"Facultad > Resaltadores, Oficina > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores";Color;Verde;;;;;45.08;;0.02;1.70;2.50;11.50;75;13957;;SI;NO;;"resaltador, highlighter";;;pizzini
resaltador-pizzini;;;Color;Rosa;;;;;45.08;;0.02;1.70;2.50;11.50;70;13956;;;;;;;;
resaltador-pizzini;;;Color;Amarillo;;;;;45.08;;0.02;1.70;2.50;11.50;80;13953;;;;;;;;
resaltador-pizzini;;;Color;Púrpura;;;;;45.08;;0.02;1.70;2.50;11.50;70;13958;;;;;;;;
resaltador-pizzini;;;Color;Azul;;;;;45.08;;0.02;1.70;2.50;11.50;100;13954;;;;;;;;
resaltador-pizzini;;;Color;Naranja;;;;;45.08;;0.02;1.70;2.50;11.50;70;13955;;;;;;;;
resaltador-faber-48;"Resaltador Faber 48";"Facultad > Resaltadores, Oficina > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores";Color;Amarillo;;;;;56.92;;0.02;2.00;2.50;11.50;75;10173;;SI;NO;;resaltador;;;"faber castell"
resaltador-faber-48;;;Color;Verde;;;;;56.92;;0.02;2.00;2.50;11.50;50;11021;;;;;;;;
resaltador-faber-48;;;Color;Azul;;;;;56.92;;0.02;2.00;2.50;11.50;50;11022;;;;;;;;
resaltador-faber-48;;;Color;Naranja;;;;;56.92;;0.02;2.00;2.50;11.50;26;11023;;;;;;;;
resaltador-faber-48;;;Color;Rosa;;;;;56.92;;0.02;2.00;2.50;11.50;36;11556;;;;;;;;
goma-borrar-pizzini-gt65-tecnica;"Goma Borrar Pizzini Gt65 Técnica";"Oficina > Goma de borrar, Escolar > Gomas de borrar, Facultad > Correctores y Borradores, Técnica";;;;;;;32.20;;0.04;1.30;2.50;6.50;100;110090;;SI;NO;;;;;Pizzini
tiza-color-caja-x-12-unidades-playcolor;"Tiza Color Caja X 12 Unidades Playcolor";"Escolar > Tizas";;;;;;;43.00;;0.08;2.20;7.00;8.70;10;10078;;SI;NO;;;;;PLAYCOLOR
cuaderno-tapa-flexible-48-hojas-rayado-gloria;"Cuaderno Tapa Flexible 48 Hojas Rayado Gloria";"Escolar > Cuadernos";;;;;;;32.00;;0.13;0.50;16.00;21.00;130;40383;;SI;NO;;;;;GLORIA
cuaderno-tapa-flexible-48-hojas-cuadriculadas-gloria;"Cuaderno Tapa Flexible 48 Hojas Cuadriculadas Gloria";"Escolar > Cuadernos";;;;;;;32.00;;0.13;0.50;16.00;21.00;149;40041;;SI;NO;;;;;GLORIA
cuaderno-tapa-flexible-48-hojas-liso-gloria;"Cuaderno Tapa Flexible 48 Hojas Liso Gloria";"Escolar > Cuadernos";;;;;;;32.00;;0.13;0.50;16.00;21.00;90;40504;;SI;NO;;;;;gloria
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;"Cuaderno Rivadavia Abc Tapa Cartón Araña X 50 Hjs. Rayado";"Escolar > Cuadernos";Color;Azul;;;;;184.80;;0.30;1.00;19.70;24.50;20;41137;;SI;NO;;"abc, rivadavia, cuaderno";;;rivadavia
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;Rosa;;;;;184.80;;0.30;1.00;19.70;24.50;25;41184;;;;;;;;
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;Verde;;;;;184.80;;0.30;1.00;19.70;24.50;30;41139;;;;;;;;
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;Rojo;;;;;184.80;;0.30;1.00;19.70;24.50;12;41138;;;;;;;;
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;Amarillo;;;;;184.80;;0.30;1.00;19.70;24.50;25;41140;;;;;;;;
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;Naranja;;;;;184.80;;0.30;1.00;19.70;24.50;25;41141;;;;;;;;
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;celeste;;;;;184.80;;0.30;1.00;19.70;24.50;25;41181;;;;;;;;
cuaderno-rivadavia-abc-tapa-carton-arana-x-50-hjs-rayado;;;Color;lila;;;;;184.80;;0.30;1.00;19.70;24.50;45;41142;;;;;;;;
cuaderno-espiral-a4-bio-ecologico-84-hojas-lisas;"Cuaderno Espiral A4 Bio Ecológico 84 Hojas Lisas";"Facultad > Cuadernos Universitarios";;;;;;;309.60;;0.50;1.30;27.00;21.50;20;41673;;SI;NO;;"ecologico, bio, ledesma, cuaderno comunicaciones";;;ledesma
cuaderno-espiral-a4-bio-ecologica-84-hojas-rayadas;"Cuaderno Espiral A4 Bio Ecológica 84 Hojas Rayadas";"Facultad > Cuadernos Universitarios";;;;;;;309.60;;0.50;1.30;27.00;21.50;19;41671;;SI;NO;;"ecologico, bio, cuaderno comunicaciones";;;ledesma
cuaderno-espiral-a4-bio-ecologico-84hojas-cuadriculadas;"Cuaderno Espiral A4 Bio Ecologico 84Hojas Cuadriculadas";"Facultad > Cuadernos Universitarios";;;;;;;309.60;;0.50;1.30;27.00;21.50;20;41672;;SI;NO;;"cuaderno, ecologico, bio";;;ledesma
cuaderno-espiral-a4-tapa-dura-travel-por-150-hojas-rayadas;"Cuaderno Espiral A4 Tapa Dura Travel Por 150 Hojas Rayadas";"Facultad > Cuadernos Universitarios";;;;;;;330.00;;0.84;1.70;24.50;29.50;80;40503;;SI;NO;;"cuaderno universitario, apuntes, travel";;;ESTRADA
marcador-uni-posca-pc-1mr;"Marcador Uni Posca Pc-1Mr";"Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua";Color;Amarillo;;;;;324.00;;0.01;1.00;1.00;13.00;6;14248;;SI;NO;;;;;posca
marcador-uni-posca-pc-1mr;;;Color;Plata;;;;;324.00;;0.01;1.00;1.00;13.00;6;14254;;;;;;;;
marcador-uni-posca-pc-1mr;;;Color;oro;;;;;324.00;;0.01;1.00;1.00;13.00;6;14253;;;;;;;;
marcador-uni-posca-pc-1mr;;;Color;Azul;;;;;324.00;;0.01;1.00;1.00;13.00;6;14249;;;;;;;;
marcador-uni-posca-pc-1mr;;;Color;celeste;;;;;324.00;;0.01;1.00;1.00;13.00;6;14250;;;;;;;;
marcador-uni-posca-pc-1mr;;;Color;Blanco;;;;;324.00;;0.01;1.00;1.00;13.00;6;14247;;;;;;;;
marcador-uni-posca-pc-1mr;;;Color;Púrpura;;;;;324.00;;0.01;1.00;1.00;13.00;6;14252;;;;;;;;
marcador-uni-posca-pc-1mr;;;Color;Verde;;;;;324.00;;0.01;1.00;1.00;13.00;6;14251;;;;;;;;
marcador-uni-posca-pc-1m;"Marcador Uni Posca Pc- 1M";"Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua";Color;Negro;;;;;324.00;;0.01;1.50;1.70;12.00;6;14239;;SI;NO;;;;;POSCA
marcador-uni-posca-pc-1m;;;Color;Blanco;;;;;324.00;;0.01;1.50;1.70;12.00;6;14240;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Rojo;;;;;324.00;;0.01;1.50;1.70;12.00;6;14242;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;MARFIL;;;;;324.00;;0.01;1.50;1.70;12.00;6;14241;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;ORO;;;;;324.00;;0.01;1.50;1.70;12.00;6;14245;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Plata;;;;;324.00;;0.01;1.50;1.70;12.00;6;14246;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Verde;;;;;324.00;;0.01;1.50;1.70;12.00;6;14243;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Púrpura;;;;;324.00;;0.01;1.50;1.70;12.00;6;14244;;;;;;;;
marcador-uni-posca-pc-3m;"Marcador Uni Posca Pc-3M";"Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua";Color;Amarillo;;;;;264.00;;0.02;1.50;1.80;14.00;6;14265;;SI;NO;;posca;;;posca
marcador-uni-posca-pc-3m;;;Color;Blanco;;;;;264.00;;0.02;1.50;1.80;14.00;6;14263;;;;;;;;
marcador-uni-posca-pc-3m;;;Color;Negro;;;;;264.00;;0.02;1.50;1.80;14.00;6;14264;;;;;;;;
marcador-uni-posca-pc-3m;;;Color;beige;;;;;264.00;;0.02;1.50;1.80;14.00;6;14267;;;;;;;;
marcador-uni-posca-pc-3m;;;Color;"amarillo brillante/vivo";;;;;264.00;;0.02;1.50;1.80;14.00;6;14266;;;;;;;;
marcador-uni-posca-pc-3m;;;Color;Rojo;;;;;264.00;;0.02;1.50;1.80;14.00;6;14269;;;;;;;;
marcador-uni-posca-pc-3m;;;Color;Plata;;;;;264.00;;0.02;1.50;1.80;14.00;6;14271;;;;;;;;
marcador-uni-posca-pc-3m;;;Color;oro;;;;;264.00;;0.02;1.80;1.80;14.00;6;14270;;;;;;;;
marcador-uni-posca-pc-3m;;;Color;bronce;;;;;264.00;;0.02;1.50;1.80;14.00;6;14272;;;;;;;;
marcador-uni-posca-pc-3m;;;Color;Naranja;;;;;264.00;;0.02;1.50;1.80;14.00;6;14268;;;;;;;;
marcador-uni-posca-pc-5m;"Marcador Uni Posca Pc-5M";"Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua";Color;Negro;;;;;300.00;;0.02;2.00;2.00;14.00;6;14273;;SI;NO;;posca;;;POSCA
marcador-uni-posca-pc-5m;;;Color;Amarillo;;;;;300.00;;0.02;2.00;2.00;14.00;6;14274;;;;;;;;
marcador-uni-posca-pc-5m;;;Color;Azul;;;;;300.00;;0.02;2.00;2.00;14.00;6;14275;;;;;;;;
marcador-uni-posca-pc-5m;;;Color;"azul cielo";;;;;300.00;;0.02;2.00;2.00;14.00;6;14276;;;;;;;;
marcador-uni-posca-pc-5m;;;Color;celeste;;;;;300.00;;0.02;2.00;2.00;14.00;6;14277;;;;;;;;
marcador-uni-posca-pc-5m;;;Color;coral;;;;;300.00;;0.02;2.00;2.00;14.00;6;14278;;;;;;;;
marcador-uni-posca-pc-5m;;;Color;Naranja;;;;;300.00;;0.02;2.00;2.00;14.00;6;14279;;;;;;;;
marcador-uni-posca-pc-5m;;;Color;Rojo;;;;;300.00;;0.02;2.00;2.00;14.00;6;14280;;;;;;;;
marcador-uni-posca-pc-5m;;;Color;oro;;;;;300.00;;0.02;2.00;2.00;14.00;6;14281;;;;;;;;
marcador-uni-posca-pc-5m;;;Color;Plata;;;;;300.00;;0.02;2.00;2.00;14.00;6;14282;;;;;;;;
marcador-uni-posca-pc-8k-blanco;"Marcador Uni Posca Pc-8K Blanco";"Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua";Color;Blanco;;;;;396.00;;0.04;2.50;2.50;12.00;4;14283;;SI;NO;;;;;posca
marcador-uni-posca-pc-8k-blanco;;;Color;Negro;;;;;396.00;;0.04;2.50;2.50;12.00;4;14284;;;;;;;;
marcador-uni-posca-pc-8k-blanco;;;Color;"amarillo vivo";;;;;396.00;;0.04;2.50;2.50;12.00;4;14285;;;;;;;;
marcador-uni-posca-pc-8k-blanco;;;Color;beige;;;;;396.00;;0.04;2.50;2.50;12.00;4;14286;;;;;;;;
marcador-uni-posca-pc-8k-blanco;;;Color;celeste;;;;;396.00;;0.04;2.50;2.50;12.00;4;14287;;;;;;;;
marcador-uni-posca-pc-8k-blanco;;;Color;Gris;;;;;396.00;;0.04;2.50;2.50;12.00;4;14288;;;;;;;;
marcador-uni-posca-pc-8k-blanco;;;Color;marfil;;;;;396.00;;0.04;2.50;2.50;12.00;4;14289;;;;;;;;
marcador-uni-posca-pc-8k-blanco;;;Color;Marrón;;;;;396.00;;0.04;2.50;2.50;12.00;4;14290;;;;;;;;
marcador-uni-posca-pc-8k-blanco;;;Color;Rojo;;;;;396.00;;0.04;2.50;2.50;12.00;4;14291;;;;;;;;
marcador-uni-posca-pc-8k-blanco;;;Color;"rojo vino";;;;;396.00;;0.04;2.50;2.50;12.00;4;14292;;;;;;;;
marcador-uni-posca-pc-8k-blanco;;;Color;Verde;;;;;396.00;;0.04;2.50;2.50;12.00;4;14294;;;;;;;;
marcador-uni-posca-pc-8k-blanco;;;Color;turquesa;;;;;396.00;;0.04;2.50;2.50;12.00;4;14293;;;;;;;;
marcador-uni-posca-pc-8k-blanco;;;Color;Púrpura;;;;;396.00;;0.04;2.50;2.50;12.00;4;14295;;;;;;;;
marcador-uni-posca-pc-8k-blanco;;;Color;Plata;;;;;396.00;;0.04;2.50;2.50;12.00;4;14296;;;;;;;;
marcador-uni-posca-pc-8k-blanco;;;Color;bronce;;;;;396.00;;0.04;2.50;2.50;12.00;4;14297;;;;;;;;
marcador-uni-posca-pc-17k;"Marcador Uni Posca Pc-17K";"Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua";Color;Rosa;;;;;762.00;;0.07;2.80;2.80;16.00;4;14236;;SI;NO;;posca;;;posca
marcador-uni-posca-pc-17k;;;Color;Rojo;;;;;762.00;;0.07;2.80;2.80;16.00;4;14237;;;;;;;;
marcador-uni-posca-pc-17k;;;Color;Verde;;;;;762.00;;0.07;2.80;2.80;16.00;4;14238;;;;;;;;
marcador-uni-posca-pc-17k;;;Color;Plata;;;;;762.00;;0.07;2.80;2.80;16.00;4;14235;;;;;;;;
marcador-uni-posca-punta-pincel-pcf-350;"Marcador Uni Posca Punta Pincel Pcf-350";"Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel";Color;Amarillo;;;;;594.00;;0.02;1.50;1.50;14.50;4;14256;;SI;NO;;;;;posca
marcador-uni-posca-punta-pincel-pcf-350;;;Color;Blanco;;;;;594.00;;0.02;1.50;1.50;14.50;4;14255;;;;;;;;
marcador-uni-posca-punta-pincel-pcf-350;;;Color;Azul;;;;;594.00;;0.02;1.50;1.50;14.50;4;14257;;;;;;;;
marcador-uni-posca-punta-pincel-pcf-350;;;Color;Rosa;;;;;594.00;;0.02;1.50;1.50;14.50;4;14259;;;;;;;;
marcador-uni-posca-punta-pincel-pcf-350;;;Color;Verde;;;;;594.00;;0.02;1.50;1.50;14.50;4;14260;;;;;;;;
marcador-uni-posca-punta-pincel-pcf-350;;;Color;Rojo;;;;;594.00;;0.02;1.50;1.50;14.50;4;14258;;;;;;;;
marcador-uni-posca-punta-pincel-pcf-350;;;Color;Plata;;;;;594.00;;0.02;1.50;1.50;14.50;4;14262;;;;;;;;
marcador-uni-posca-punta-pincel-pcf-350;;;Color;oro;;;;;594.00;;0.02;1.50;1.50;14.50;4;14261;;;;;;;;
sacapunta-kores-metal-2-filos;"Sacapunta Kores Metal 2 Filos";"Escolar > Sacapuntas";;;;;;;118.47;;0.01;1.40;2.50;2.70;120;330066;;SI;NO;;sacapuntas;;;kores
boligrafo-paper-mate-inkjoy-100;"Boligrafo Paper Mate Inkjoy 100";"Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";Color;Verde;;;;;22.50;;0.01;0.90;0.90;14.30;300;12295;;SI;NO;;;;;"paper mate"
boligrafo-paper-mate-inkjoy-100;;;Color;Azul;;;;;22.50;;0.01;0.90;0.90;14.30;1496;12289;;;;;;;;
boligrafo-paper-mate-inkjoy-100;;;Color;Negro;;;;;22.50;;0.01;0.90;0.90;14.30;1495;12291;;;;;;;;
boligrafo-paper-mate-inkjoy-100;;;Color;Rojo;;;;;22.50;;0.01;0.90;0.90;14.30;700;12290;;;;;;;;
boligrafo-paper-mate-inkjoy-100-azul-fino;"Boligrafo Paper Mate Inkjoy 100 Azul Fino";"Oficina > Bolígrafos, Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";;;;;;;22.50;;0.01;0.90;0.90;14.30;246;13368;;SI;NO;;;;;"paper mate"
adhesivo-poxiran-comun-23ml;"Adhesivo Poxiran Comun 23Ml";"Oficina > Adhesivos";;;;;;;128.80;;0.04;2.50;3.50;12.50;60;50006;;SI;NO;;pegamento;;;poxipol
cola-vinilica-parsecs-125gr;"Cola Vinílica Parsecs 125Gr.";"Oficina > Adhesivos";;;;;;;162.00;;0.15;6.50;6.00;6.00;50;50117;;SI;NO;;"cola vinilica";;;parsecs
cola-vinilica-parsecs-500gr;"Cola Vinílica Parsecs 500Gr.";"Oficina > Adhesivos";;;;;;;396.00;;0.63;8.50;10.50;10.50;12;50122;;SI;NO;;;;;parsecs
pistola-encoladora-grande-nc;"Pistola Encoladora Grande Nc";"Oficina > Adhesivos";;;;;;;649.00;;0.28;6.00;15.50;25.50;15;312080;;SI;NO;;"pistola, encoladora";;;NC
adhesivo-elmers-brilla-en-la-oscuridad-147ml-natural;"Adhesivo Elmers Brilla En La Oscuridad 147ml Natural";;;;;;;;585.00;;0.20;3.40;6.50;14.50;30;50328;;SI;NO;;"adhesivo, slime";;;elmers
pistola-encoladora-chica-nc;"Pistola Encoladora Chica Nc";"Oficina > Adhesivos";;;;;;;495.00;;0.19;6.00;12.00;20.00;20;310078;7,94E+11;SI;NO;;;;;nc
kit-elmers-3d-de-31-piezas;"Kit Elmers 3D de 31 Piezas";"Escolar > Adhesivos";;;;;;;1,162.50;;0.66;2.00;25.50;38.50;20;50326;26000184748;SI;NO;;adhesivo;;;slime
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;"Carpeta c/ fuelle tipo Portafolio Oficio Sabonis c/ manija";"Facultad > Carpetas > Carpeta con Folio, Oficina > Carpetas > Carpeta con Folio";Color;Azul;;;;;378.23;;0.33;3.50;26.50;37.50;5;62193;;SI;NO;;;;;sabonis
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;;;Color;Púrpura;;;;;378.23;;0.33;3.50;26.50;37.50;5;62193;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;;;Color;Rojo;;;;;378.23;;0.33;3.50;26.50;37.50;5;62193;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;;;Color;Verde;;;;;378.23;;0.33;3.50;26.50;37.50;5;62193;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;;;Color;Negro;;;;;378.23;;0.33;3.50;26.50;37.50;5;62193;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;;;Color;celeste;;;;;378.23;;0.33;3.50;26.50;37.50;5;62193;;;;;;;;
carpeta-c-fuelle-tipo-portafolio-oficio-sabonis-c-manija;;;Color;Rosa;;;;;378.23;;0.33;3.50;26.50;37.50;4;62193;;;;;;;;
marcador-edding-400-permanente;"Marcador Edding 400 Permanente";"Oficina > Marcadores > Indelebles, Facultad > Marcadores";Color;Amarillo;;;;;114.99;;0.01;1.30;1.50;14.50;80;10908;;SI;NO;;;;;edding
marcador-edding-400-permanente;;;Color;Azul;;;;;114.99;;0.01;1.30;1.50;14.50;80;10904;;;;;;;;
marcador-edding-400-permanente;;;Color;Negro;;;;;114.99;;0.01;1.30;1.50;14.50;150;10793;;;;;;;;
marcador-edding-400-permanente;;;Color;Naranja;;;;;114.99;;0.01;1.30;1.50;14.50;80;10907;;;;;;;;
marcador-edding-400-permanente;;;Color;Verde;;;;;114.99;;0.01;1.30;1.50;14.50;80;10906;;;;;;;;
marcador-edding-400-permanente;;;Color;celeste;;;;;114.99;;0.01;1.30;1.50;14.50;80;10910;;;;;;;;
marcador-edding-400-permanente;;;Color;Rosa;;;;;114.99;;0.01;1.30;1.50;14.50;45;10909;;;;;;;;
marcador-edding-400-permanente;;;Color;Rojo;;;;;114.99;;0.01;1.30;1.50;14.50;60;10905;;;;;;;;
marcador-edding-400-permanente;;;Color;Púrpura;;;;;114.99;;0.01;1.30;1.50;14.50;80;10912;;;;;;;;
marcador-edding-400-permanente;;;Color;Marrón;;;;;114.99;;0.01;1.30;1.50;14.50;50;10911;;;;;;;;
marcador-permanente-edding-791a;"Marcador Permanente Edding 791A";"Oficina > Marcadores > Indelebles, Facultad > Marcadores";Color;Azul;;;;;489.27;;0.01;1.20;1.20;13.00;3;13201;;SI;NO;;"marcador, permanente, indeleble";;;edding
marcador-permanente-edding-791a;;;Color;Amarillo;;;;;489.27;;0.01;1.20;1.20;13.00;3;13203;;;;;;;;
marcador-permanente-edding-791a;;;Color;Blanco;;;;;489.27;;0.01;1.20;1.20;13.00;20;13204;;;;;;;;
marcador-permanente-edding-791a;;;Color;Plata;;;;;489.27;;0.01;1.20;1.20;13.00;14;13174;;;;;;;;
marcador-permanente-edding-791a;;;Color;Negro;;;;;489.27;;0.01;1.20;1.20;13.00;40;13199;;;;;;;;
marcador-permanente-edding-791a;;;Color;oro;;;;;489.27;;0.01;1.20;1.20;13.00;10;13173;;;;;;;;
marcador-permanente-edding-791a;;;Color;Verde;;;;;489.27;;0.01;1.20;1.20;13.00;2;13202;;;;;;;;
marcador-permanente-edding-791a;;;Color;Rojo;;;;;489.27;;0.01;1.20;1.20;13.00;2;13200;;;;;;;;
debastador-de-acero-turk;"Debastador de acero Turk";Artística;Tipo;"N 1";;;;;168.00;;0.02;1.00;1.50;20.50;10;317797;;SI;NO;;;;;Turk
debastador-de-acero-turk;;;Tipo;"N 2";;;;;168.00;;0.02;1.50;3.00;20.00;10;317798;;;;;;;;
debastador-de-acero-turk;;;Tipo;"N 4";;;;;168.00;;0.02;1.50;2.50;20.50;10;317800;;;;;;;;
debastador-de-acero-turk;;;Tipo;"N 6";;;;;168.00;;0.02;1.50;2.00;20.50;10;317802;;;;;;;;
tablero-de-corte-erika-30cm;"Tablero de Corte Erika 30cm";"Oficina > Otros accesorios, Técnica, Artística";;;;;;;230.00;;0.31;0.30;22.00;30.00;10;230050;;SI;NO;;;;;Erika
cutter-rotativo-para-tela-de-28mm;"Cutter Rotativo para Tela de 28mm";;;;;;;;221.50;;0.07;2.50;11.50;22.00;5;230090;;SI;NO;;;;;
set-de-caligrafia-bruynzeel-9341-x-4;"Set de Caligrafia Bruynzeel 9341 x 4";"Técnica, Artística, Facultad, Oficina, Escolar";;;;;;;2,622.00;;0.12;2.50;11.50;22.00;5;12938;;SI;NO;;;;;Bruynzeel
broches-dorados-de-dos-puntas-en-caja-por-100-unidades;"Broches dorados de dos puntas en Caja por 100 unidades";"Oficina > Otros accesorios, Oficina > Abrochadoras y Perforadoras";Tipo;"N2 16MM";;;;;58.30;;0.03;3.00;4.00;4.70;60;100355;;SI;NO;;;;;
broches-dorados-de-dos-puntas-en-caja-por-100-unidades;;;Tipo;"N4 23MM";;;;;71.50;;0.05;3.00;4.00;4.70;130;100477;;;;;;;;
broches-dorados-de-dos-puntas-en-caja-por-100-unidades;;;Tipo;"N5 26MM";;;;;96.80;;0.05;2.50;6.00;5.00;150;100065;;;;;;;;
broches-dorados-de-dos-puntas-en-caja-por-100-unidades;;;Tipo;"N6 30MM";;;;;104.50;;0.06;2.50;6.00;5.30;130;100114;;;;;;;;
broches-dorados-de-dos-puntas-en-caja-por-100-unidades;;;Tipo;"N8 40MM";;;;;111.80;;0.06;3.00;5.70;7.00;50;100478;;;;;;;;
broches-dorados-de-dos-puntas-en-caja-por-100-unidades;;;Tipo;"N10 50MM";;;;;131.60;;0.07;4.50;7.00;7.00;50;100066;;;;;;;;
carpeta-con-folios-tamano-a4-lama;"Carpeta con Folios tamaño A4 Lama";"Oficina > Carpetas > Carpeta con Folio, Facultad > Carpetas > Carpeta con Folio";Tipo;"x10 Folios";;;;;85.00;;0.12;1.30;24.00;31.00;70;60044;;SI;NO;;;;;
carpeta-con-folios-tamano-a4-lama;;;Tipo;"x20 Folios";;;;;113.30;;0.15;1.90;24.00;31.00;80;61043;;;;;;;;
carpeta-con-folios-tamano-a4-lama;;;Tipo;"x30 Folios";;;;;155.00;;0.20;2.50;24.00;31.00;100;61235;;;;;;;;
carpeta-con-folios-tamano-a4-lama;;;Tipo;"x40 Folios";;;;;175.00;;0.26;3.00;24.00;31.00;90;61044;;;;;;;;
carpeta-con-folios-tamano-a4-lama;;;Tipo;"x60 Folios";;;;;225.50;;0.36;3.50;24.00;31.00;79;61045;;;;;;;;
carpeta-con-folios-tamano-a4-lama;;;Tipo;"x80 Folios";;;;;374.00;;0.38;5.50;24.00;31.00;60;61383;;;;;;;;
carpeta-con-folios-tamano-a4-lama;;;Tipo;"x100 Folios";;;;;429.00;;0.53;5.50;24.00;31.00;30;61378;;;;;;;;
microfibra-maped-x10-compact;"Microfibra Maped x10 Compact";"Facultad > Marcadores > Microfibras, Oficina > Marcadores > Microfibras";;;;;;;437.40;;0.12;2.50;9.00;21.80;24;13473;3,15415E+12;SI;NO;;;;;maped
microfibra-stabilo-x-10-5-neon;"Microfibra Stabilo x 10 + 5 Neon";"Facultad > Marcadores > Microfibras, Oficina > Marcadores > Microfibras";;;;;;;907.50;;0.10;1.00;12.50;17.00;10;14153;4,00638E+12;SI;NO;;;;;stabilo
microfibras-stabilo-point-88-x-6;"Microfibras Stabilo Point 88 x 6";"Facultad > Marcadores > Microfibras, Oficina > Marcadores > Microfibras";;;;;;;374.00;;0.04;1.00;6.00;17.00;50;10320;4,00638E+12;SI;NO;;;;;stabilo
microfibra-stabilo-88-x-5-neon;"Microfibra Stabilo 88 x 5 Neon";"Facultad > Marcadores > Microfibras, Oficina > Marcadores > Microfibras";;;;;;;335.00;;0.04;1.00;6.00;17.00;43;13654;4,00638E+12;SI;NO;;microfibras;;;stabilo
microfibra-stabilo-point-88-x-20-colores;"Microfibra Stabilo Point 88 x 20 colores";"Facultad > Marcadores > Microfibras, Oficina > Marcadores > Microfibras";;;;;;;1,628.00;;0.22;3.00;11.00;18.30;11;11518;4,00638E+12;SI;NO;;;;;stabilo
fibras-stabilo-acuarel-pen-68-x-30-u;"Fibras Stabilo Acuarel Pen 68 x 30 u";"Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua";;;;;;;1,573.00;;0.21;1.00;20.50;25.50;2;13647;4,00638E+12;SI;NO;;;;;
notas-autoadhesivas-76x127x100h-util-of;"Notas Autoadhesivas 76X127X100H UTIL OF";"Facultad > Notas y Notas Autoadhesivas, Oficina > Notas y Notas Autoadhesivas";;;;;;;73.48;;0.07;1.00;7.60;12.70;90;100396;7,79477E+12;SI;NO;;;;;utilof
