"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";Peso;Alto;Ancho;Profundidad;Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca
senalador-banderita-liggo-fluo;"Señalador Banderita Liggo Fluo";"Facultad > Señaladores de página, Escolar, Oficina > Señalador página";;;;;;;75.00;;0.01;0.30;5.00;7.50;39;101564;;SI;NO;;"banderita, senalador";;;liggo
notas-autoadhesivas-pastel-info;"Notas Autoadhesivas Pastel Info";"Facultad > Notas y Notas Autoadhesivas, Oficina > Notas y Notas Autoadhesivas";;;;;;;247.50;;0.17;4.00;7.50;7.50;30;101046;;SI;NO;;;;;infonotes
taco-color-luma-400h;"Taco Color Luma 400H";"Oficina > Notas y Notas Autoadhesivas";;;;;;;113.85;;0.23;3.50;9.00;9.00;150;100019;;SI;NO;;nota;;;luma
plasticola-color-40-cc;"Plasticola Color 40 Cc";"Escolar > Adhesivos";Color;Amarillo;;;;;57.60;;0.05;11.00;2.50;3.50;60;50082;;SI;NO;;"plasticola, adhesivo, escolar";;;color
plasticola-color-40-cc;;;Color;Azul;;;;;57.60;;0.05;11.00;2.50;3.50;60;50081;;;;;;;;
plasticola-color-40-cc;;;Color;Negro;;;;;57.60;;0.05;11.00;2.50;3.50;100;50083;;;;;;;;
plasticola-color-40-cc;;;Color;Naranja;;;;;57.60;;0.05;11.00;2.50;3.50;100;50086;;;;;;;;
plasticola-color-40-cc;;;Color;Verde;;;;;57.60;;0.05;11.00;2.50;3.50;80;50084;;;;;;;;
plasticola-color-40-cc;;;Color;Púrpura;;;;;57.60;;0.05;11.00;2.50;3.50;120;50085;;;;;;;;
plasticola-color-40-cc;;;Color;Rojo;;;;;57.60;;0.05;11.00;2.50;3.50;110;50080;;;;;;;;
adhesivo-elmers-c-brillo-177ml;"Adhesivo Elmers C/Brillo 177Ml.";"Escolar > Adhesivos";Color;Negro;;;;;240.00;;0.21;16.50;3.50;7.00;50;50309;;SI;NO;;"elmers, slime";;;elmers
adhesivo-elmers-c-brillo-177ml;;;Color;Azul;;;;;240.00;;0.21;16.50;3.50;7.00;35;50284;;;;;;;;
adhesivo-elmers-c-brillo-177ml;;;Color;Amarillo;;;;;240.00;;0.21;16.50;3.50;7.00;70;50282;;;;;;;;
adhesivo-elmers-c-brillo-177ml;;;Color;Rojo;;;;;240.00;;0.21;16.50;3.50;7.00;60;50287;;;;;;;;
adhesivo-elmers-c-brillo-177ml;;;Color;Plata;;;;;240.00;;0.21;16.50;3.50;7.00;40;50308;;;;;;;;
adhesivo-elmers-c-brillo-177ml;;;Color;Púrpura;;;;;240.00;;0.21;16.50;3.50;7.00;30;50285;;;;;;;;
adhesivo-elmers-c-brillo-177ml;;;Color;Verde;;;;;240.00;;0.21;16.50;3.50;7.00;70;50283;;;;;;;;
adhesivo-elmers-c-brillo-177ml;;;Color;Rosa;;;;;240.00;;0.21;16.50;3.50;7.00;20;50286;;;;;;;;
adhesivo-elmers-c-brillo-177ml;;;Color;oro;;;;;240.00;;0.21;16.50;3.50;7.00;35;50307;;;;;;;;
adhesivo-elmers-clear-147ml;"Adhesivo Elmers Clear 147ml";"Escolar > Adhesivos";;;;;;;120.00;;0.18;14.50;3.30;6.50;30;50324;;SI;NO;;"adhesivo, plasticola, elmers";;;elmers
adhesivo-elmers-gel-118ml;"Adhesivo Elmers Gel 118Ml.";;;;;;;;94.50;;0.14;14.50;3.00;6.30;60;50310;;SI;NO;;"pegamento, elmers";;;elmers
boligrafos-paper-mate-inkjoy-gel-400-x8;"Boligrafos Paper Mate Inkjoy Gel 400 X8";"Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";;;;;;;652.50;;0.11;1.60;19.50;16.00;40;14186;;SI;NO;;"inkjoy, paper mate, boligrafo, gel";;;"paper mate"
boligrafos-paper-mate-inkjoy-100-x8;"Boligrafos Paper Mate Inkjoy 100 X8";"Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";;;;;;;135.00;;0.07;1.50;14.50;19.50;149;12916;;SI;NO;;"paper mate, boligrafo, inkjoy";;;"paper mate"
boligrafo-paper-mate-inkjoy-x4;"Boligrafo Paper Mate Inkjoy  X4";"Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";;;;;;;138.00;;0.04;1.50;9.50;19.40;35;14176;;SI;NO;;"boligrafo, inkjoy, candypop";;;"PAPER MATE"
boligrafo-sabonis-roller-gel-512-x10-unidades;"Boligrafo Sabonis Roller Gel 512 X10 Unidades";"Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";;;;;;;250.00;;0.10;1.30;9.80;15.00;25;14103;;SI;NO;;boligrafo;;;sabonis
boligrafo-paper-mate-inkjoy-new-wraps-x16-unidades;"Boligrafo Paper Mate Inkjoy New Wraps X16 Unidades";"Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";;;;;;;466.50;;0.14;2.00;16.50;17.40;26;14180;;SI;NO;;"candypop, boligrafo, gel";;;"paper mate"
boligrafos-simball-gel-x5-classic;"Boligrafos Simball Gel X5 Classic";"Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";;;;;;;115.00;;0.06;1.60;6.00;15.60;35;14050;;SI;NO;;;;;
boligrafo-simball-genio-plus-azul;"Boligrafo Simball Genio Plus Azul";"Facultad > Bolígrafos, Escolar > Bolígrafos y Rollerballs";;;;;;;112.00;;0.01;1.20;1.50;15.00;197;13911;;SI;NO;;"genio, roller, tinta";;;simball
abrochadora-10-maped-vivo;"Abrochadora 10 Maped Vivo";"Oficina > Abrochadoras y Perforadoras";Color;Rojo;;;;;105.80;;0.04;3.00;4.50;6.50;55;100168;;SI;NO;;"abrochadora, maped";;;maped
abrochadora-10-maped-vivo;;;Color;Azul;;;;;105.80;;0.04;3.00;4.50;6.50;55;100168;;;;;;;;
pegamento-la-gotita-2-ml;"Pegamento La Gotita 2 Ml.";"Oficina > Adhesivos";;;;;;;71.30;;0.01;2.50;2.60;9.50;50;50004;;SI;NO;;;;;"la gotita"
adhesivo-transparente-uhu-de-35ml;"Adhesivo Transparente Uhu De 35Ml";"Oficina > Adhesivos";;;;;;;88.00;;0.04;3.40;2.80;12.50;29;50024;;SI;NO;;"adhesivo, pegamento";;;uhu
crayones-x12-faber-jumbo;"Crayones X12 Faber Jumbo";"Escolar > Crayones";;;;;;;196.07;;0.15;1.50;14.50;14.50;45;10454;;SI;NO;;crayones;;;"faber castell"
crayones-x6-faber;"Crayones X6 Faber";"Escolar > Crayones";;;;;;;56.92;;0.03;1.00;5.00;12.00;70;10108;;SI;NO;;crayones;;;"faber castell"
crayones-x24-crayola;"Crayones X24 Crayola";"Escolar > Crayones";;;;;;;203.50;;0.14;2.60;7.20;9.60;100;14219;;SI;NO;;crayones;;;crayola
crayones-x12-crayola;"Crayones X12 Crayola";"Escolar > Crayones";;;;;;;104.50;;0.07;1.80;5.50;9.60;150;14218;;SI;NO;;crayones;;;crayola
crayones-x12-maped-jumbo;"Crayones X12 Maped Jumbo";"Escolar > Crayones";;;;;;;145.80;;0.16;1.50;15.50;12.30;40;11495;;SI;NO;;crayones;;;crayola
crayones-x12-sylvapen-gruesos;"Crayones X12 Sylvapen Gruesos";"Escolar > Crayones";;;;;;;144.00;;0.14;2.50;7.00;13.00;60;12753;;SI;NO;;crayones;;;"sylvapen paper mate"
lapiz-color-x12-l-giotto-stilnovo;"Lapiz Color X12 L.Giotto Stilnovo";"Escolar > Lapices de Colores";;;;;;;218.30;;0.08;1.00;9.00;21.50;25;14234;;SI;NO;;"lapices color, color";;;giotto
lapiz-color-x12-colores-bic;"Lapiz Color X12 Colores Bic";"Escolar > Lapices de Colores";;;;;;;92.11;;0.04;0.80;11.50;8.30;200;10804;;SI;NO;;;;;bic
lapiz-color-x12-faber3-grafito;"Lapiz Color X12 Faber+3 Grafito";"Escolar > Lapices de Colores";;;;;;;208.72;;0.09;0.80;11.00;20.70;150;13970;;SI;NO;;"lapices color, faber";;;"faber castell"
lapiz-color-x6-colores-simball;"Lapiz Color X6 Colores Simball";"Escolar > Lapices de Colores";;;;;;;46.20;;0.04;0.80;4.50;11.50;40;13912;;SI;NO;;"lapices color";;;simball
lapiz-color-x12-l-crayola;"Lapiz Color X12 L.Crayola";"Escolar > Lapices de Colores";;;;;;;181.50;;0.08;0.90;9.00;17.70;110;14222;;SI;NO;;"lapices color";;;crayola
lapiz-color-x6-maped-fluo;"Lapiz Color X6 Maped Fluo";"Escolar > Lapices de Colores";;;;;;;160.00;;0.04;0.80;4.50;19.00;25;012004;;SI;NO;;;;;maped
lapiz-color-x12-pizzini-bicolor;"Lapiz Color X12 Pizzini Bicolor";"Escolar > Lapices de Colores";;;;;;;231.84;;0.08;0.80;8.50;21.00;75;14206;;SI;NO;;;;;pizzini
lapiz-color-x36-faber-sacapuntas;"Lapiz Color X36 Faber +Sacapuntas";"Escolar > Lapices de Colores";;;;;;;689.42;;0.21;1.50;13.40;20.70;30;13973;;SI;NO;;"lapices color";;;"faber castell"
lapiz-color-x48-faber-sacapuntas;"Lapiz Color X48 Faber +Sacapuntas";"Escolar > Lapices de Colores";;;;;;;917.12;;0.30;1.50;17.70;20.70;30;13677;;SI;NO;;"lapices color";;;"faber castell"
lapiz-color-x24-faber2-grafitos;"Lapiz Color X24 Faber+2 Grafitos";"Escolar > Lapices de Colores";;;;;;;430.10;;0.17;1.00;18.50;20.70;90;13406;;SI;NO;;"lapices color";;;"faber castell"
lapiz-color-x15-sylvapen-lata;"Lapiz Color X15 Sylvapen Lata";"Escolar > Lapices de Colores";;;;;;;415.37;;0.22;1.50;19.00;16.50;50;11969;;SI;NO;;"lapices color";;;"sylvapen paper mate"
marcador-trabi-big-brush-pastel;"Marcador Trabi Big Brush Pastel";"Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel, Mundo Pastel";Color;Naranja;;;;;68.75;;0.02;2.00;2.00;14.00;96;14134;;SI;NO;;;;;trabi
marcador-trabi-big-brush-pastel;;;Color;Rosa;;;;;68.75;;0.02;2.00;2.00;14.00;97;14133;;;;;;;;
marcador-trabi-big-brush-pastel;;;Color;Verde;;;;;68.75;;0.02;2.00;2.00;14.00;96;14132;;;;;;;;
marcador-trabi-big-brush-pastel;;;Color;Amarillo;;;;;68.75;;0.02;2.00;2.00;14.00;96;14131;;;;;;;;
marcador-trabi-big-brush-pastel;;;Color;celeste;;;;;68.75;;0.02;2.00;2.00;14.00;95;14135;;;;;;;;
marcador-trabi-big-brush-pastel;;;Color;violeta;;;;;68.75;;0.02;2.00;2.00;14.00;97;14136;;;;;;;;
marcador-alba-fusion-51;"Marcador Alba Fusion 5+1";"Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel";;;;;;;644.70;;0.14;2.00;14.50;20.50;2;13778;;SI;NO;;;;;Alba
fibra-sharpie-brush-tip-x4-basico;"Fibra Sharpie Brush Tip X4 Basico";"Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel";;;;;;;667.29;;0.06;2.00;9.50;19.50;20;14019;;SI;NO;;"punta pincel";;;sharpie
fibra-sharpie-brush-tip-x8-unidades;"Fibra Sharpie Brush Tip X8 unidades";"Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel";;;;;;;1,311.57;;0.12;2.00;17.20;19.50;20;14020;;SI;NO;;"pincel, sharpie, punta pincel";;;sharpie
fibra-color-x10-faber-grip;"Fibra Color X10 Faber Grip";"Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;227.70;;0.11;1.00;10.50;15.50;50;10047;;SI;NO;;fibras;;;"faber castell"
marcador-sabonis-x6-con-sellitos;"Marcador Sabonis X6 Con Sellitos";"Facultad > Marcadores > Al Agua, Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;210.00;;0.10;1.80;9.50;15.00;50;13585;;SI;NO;;;;;sabonis
fibra-color-x6-pizzini-jumbo;"Fibra Color X6 Pizzini Jumbo";"Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;180.32;;0.10;1.50;9.50;16.70;15;13949;;SI;NO;;;;;pizzini
fibra-stabilo-acuarel-68-x6-neon;"Fibra Stabilo Acuarel 68 X6 Neon";"Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua, Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;368.50;;0.09;1.00;5.00;16.50;3;13642;;SI;NO;;stabilo;;;stabilo
fibra-color-x24-maped-jungle-carton;"Fibra Color X24 Maped Jungle Carton";"Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;334.80;;0.19;1.30;27.00;17.50;30;12872;;SI;NO;;;;;maped
crayones-x12-maped-largos-plasticlean;"Crayones X12 Maped Largos Plasticlean";"Escolar > Crayones";;;;;;;178.20;;0.10;1.20;11.30;16.00;9;011494;;SI;NO;;plasticlean;;;MAPED
fibra-stabilo-acuarel-pen-68-x-18u;"Fibra Stabilo Acuarel Pen 68 x 18u";"Facultad > Marcadores > Al Agua, Oficina > Marcadores > Al Agua, Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;1,094.50;;0.13;1.00;15.30;20.00;9;13645;;SI;NO;;marcador;;;Stabilo
fibra-color-x20-pizzini;"Fibra Color X20 Pizzini";"Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;178.25;;0.13;0.90;22.00;15.50;29;12570;;SI;NO;;;;;pizzini
fibra-color-x6-maped-ocean;"Fibra Color X6 Maped Ocean";"Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;70.00;;0.04;1.00;7.50;15.00;30;13686;;SI;NO;;;;;
block-a4-exito-80h-ray;"Block A4 Exito 80H.Ray.";"Escolar > Blocks de hojas y repuestos";;;;;;;230.40;;0.57;1.30;29.70;21.00;60;120167;;SI;NO;;;;;exito
block-a4-exito-80h-cuad;"Block A4 Exito 80H.Cuad.";"Escolar > Blocks de hojas y repuestos";;;;;;;230.40;;0.57;1.30;29.70;21.00;90;120168;;SI;NO;;;;;exito
borrador-p-pizarra-pelikan-de-plastico;"Borrador P/Pizarra Pelikan De Plástico";"Oficina > Marcadores > Para Pizarra, Facultad > Marcadores > Para Pizarra";;;;;;;138.60;;0.04;2.00;4.50;12.50;40;110079;;SI;NO;;"pizarra, pizarron, borrador";;;pelikan
borrador-p-piz-bca-pelikan-madera;"Borrador P/Piz.Bca.Pelikan Madera";"Facultad > Marcadores > Para Pizarra, Oficina > Marcadores > Para Pizarra";;;;;;;90.00;;0.05;1.50;4.50;12.50;70;110129;;SI;NO;;"pizarra, borrador, pizarron";;;pelikan
tijera-maped-21cm-advanced-green;"Tijera Maped 21Cm.Advanced Green";"Oficina > Tijeras y Cutters";;;;;;;124.20;;0.08;2.00;8.30;25.50;60;340089;;SI;NO;;tijera;;;maped
cutter-18mm-ezco-plastico;"Cutter 18Mm.Ezco Plastico";"Oficina > Tijeras y Cutters";;;;;;;30.80;;0.03;1.50;3.00;15.40;60;230116;;SI;NO;;"cutter, cortante, trincheta";;;ezco
fibra-sharpie-brush-tip-x8;"Fibra Sharpie Brush Tip X8";"Facultad > Marcadores > Punta Pincel, Oficina > Marcadores > Punta Pincel";;;;;;;1,265.55;;0.12;1.50;18.50;19.30;25;14018;;SI;NO;;;;;
fibra-sharpie-perm-fina-x6-metalicas;"Fibra Sharpie Perm.Fina X6 Metalicas";"Oficina > Marcadores > Indelebles, Facultad > Marcadores";;;;;;;735.00;;0.08;1.50;12.00;19.50;20;14200;;SI;NO;;metalicos;;;sharpie
resaltador-sharpie-blade-x4;"Resaltador Sharpie Blade X4";"Facultad > Resaltadores, Oficina > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;225.00;;0.11;2.00;15.00;19.50;24;13501;;SI;NO;;"resaltador, sharpie";;;sharpie
resaltador-sharpie-clear-view-x3;"Resaltador Sharpie Clear View X3";"Facultad > Resaltadores, Oficina > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores";;;;;;;456.00;;0.06;1.50;12.00;19.50;14;14302;;SI;NO;;sharpie;;;sharpie
tiza-color-x144-playcolor;"Tiza Color X144 Playcolor";"Escolar > Tizas";;;;;;;220.00;;0.84;8.50;11.00;16.00;60;10176;;SI;NO;;tizas;;;playcolor
acuarela-faber-x8;"Acuarela Faber X8";"Escolar > Acuarelas  Témperas y Pinceles";;;;;;;259.32;;0.09;1.60;8.30;17.00;75;311691;8,69083E+12;SI;NO;;;;;"faber castell"
acuarela-faber-x12;"Acuarela Faber X12";"Escolar > Acuarelas  Témperas y Pinceles";;;;;;;347.87;;0.13;2.00;9.00;21.50;36;310017;;SI;NO;;;;;"faber castell"
acuarela-sifap-paleta-12-colores;"Acuarela Sifap Paleta 12 Colores";"Escolar > Acuarelas  Témperas y Pinceles";;;;;;;183.62;;0.24;0.80;20.00;28.50;55;312095;;SI;NO;;;;;sifap
tempera-surtida-x-10-unidades-alba-magic;"Tempera Surtida x 10 unidades Alba Magic";"Escolar > Acuarelas  Témperas y Pinceles";;;;;;;88.00;;0.14;1.70;14.50;12.50;49;260055;;SI;NO;;;;;alba
plastilina-x10-alba;"Plastilina X10 Alba";"Escolar > Plastilinas";;;;;;;90.00;;0.23;2.00;13.00;13.00;180;210011;;SI;NO;;plastilina;;;alba
plastilina-x6-alba;"Plastilina X6 Alba";"Escolar > Plastilinas";;;;;;;50.00;;0.14;2.00;8.00;13.00;200;210070;;SI;NO;;;;;alba
crayones-x4-faber-trompo-gota;"Crayones X4 Faber Trompo/Gota";"Escolar > Crayones";;;;;;;337.34;;0.10;3.00;9.30;24.00;25;13671;7,75E+12;SI;NO;;crayones;;;"faber castell"
calculadora-cifra-sc820-cientifica;"Calculadora Cifra Sc820 Cientifica";"Técnica, Oficina > Calculadora, Escolar > Calculadoras";;;;;;;924.00;;0.15;2.50;12.30;22.80;20;220133;7,80E+12;SI;NO;;;;;cifra
banderita-adhesivas-kores-c-regla;"Banderita Adhesivas Kores C/Regla";"Facultad > Señaladores de página, Escolar > Señalador Página, Oficina > Señalador página";;;;;;;246.00;;0.01;0.30;5.50;12.50;99;101467;9,02E+12;SI;NO;;"banderitas, senalador";;;kores
folio-escolar-x10-luma-reforzado;"Folio Escolar X10 Luma Reforzado";"Escolar > Folios";;;;;;;40.25;;0.06;1.00;8.50;22.50;110;150019;;SI;NO;;;;;luma
folio-a4-x100-luma-comun;"Folio A4 X100 Luma Comun";"Facultad > Folios, Oficina > Folios";;;;;;;287.50;;0.41;1.50;24.00;31.50;22;150014;;SI;NO;;folio;;;luma
tijera-simball-18cm-confort;"Tijera Simball 18Cm.Confort";"Oficina > Tijeras y Cutters";;;;;;;115.50;;0.07;1.30;8.50;25.00;80;340110;;SI;NO;;;;;simball
compas-maped-metal-study-mina;"Compas Maped Metal Study Mina";"Técnica, Escolar > Reglas y Geometria";Color;Rosa;;;;;95.00;;0.05;2.50;6.00;14.00;250;70017;;SI;NO;;compas;;;maped
compas-maped-metal-study-mina;;;Color;Verde;;;;;95.00;;0.05;2.50;6.00;14.00;250;70017;;;;;;;;
compas-maped-metal-study-mina;;;Color;Negro;;;;;95.00;;0.05;2.50;6.00;14.00;250;70017;;;;;;;;
compas-maped-plastico-kidz-mina;"Compas Maped Plastico Kidz Mina";"Escolar > Reglas y Geometria";Color;Rosa;;;;;60.00;;0.01;1.30;2.30;13.20;100;70807;;SI;NO;;compas;;;maped
compas-maped-plastico-kidz-mina;;;Color;Azul;;;;;60.00;;0.01;1.30;2.30;13.20;100;70807;;;;;;;;
compas-maped-plastico-kidz-mina;;;Color;Verde;;;;;60.00;;0.01;1.30;2.30;13.20;100;70807;;;;;;;;
cutter-18mm-metalico-sx98-1;"Cutter 18Mm.Metalico Sx98-1";"Técnica, Oficina > Tijeras y Cutters";;;;;;;209.00;;0.16;3.00;7.80;21.50;15;230097;;SI;NO;;;;;
tijera-sabonis-escolar-corta-y-vuelve;"Tijera Sabonis Escolar Corta Y Vuelve";"Escolar > Tijeras";Color;Azul;;;;;80.00;;0.04;1.00;8.00;20.00;40;340138;;SI;NO;;tijera;;;sabonis
tijera-sabonis-escolar-corta-y-vuelve;;;Color;Verde;;;;;80.00;;0.04;1.00;8.00;20.00;40;340138;;;;;;;;
tijera-sabonis-escolar-corta-y-vuelve;;;Color;Rojo;;;;;80.00;;0.04;1.00;8.00;20.00;40;340138;;;;;;;;
tijera-sabonis-escolar-corta-y-vuelve;;;Color;Púrpura;;;;;80.00;;0.04;1.00;8.00;20.00;40;340138;;;;;;;;
multibase-x-150-piezas-de-madera;"Multibase X 150 Piezas De Madera";"Escolar > Reglas y Geometria";;;;;;;1,137.00;;1.11;3.50;20.50;31.00;15;390027;;SI;NO;;multibase;;;fime
liq-corrector-paper-mate-pincel-20-ml;"Liq.Corrector Paper Mate Pincel  20 Ml";"Oficina > Correctores, Escolar > Corrector y Borratinta";;;;;;;102.00;;0.04;7.30;2.70;2.70;30;140018;;SI;NO;;CORRECTOR;;;"PAPER MATE"
goma-borrar-stabilo-exam-grade;"Goma Borrar Stabilo Exam Grade";"Oficina > Goma de borrar, Escolar > Gomas de borrar, Facultad > Correctores y Borradores, Técnica";;;;;;;33.00;;0.02;1.00;2.40;4.00;157;110047;;SI;NO;;;;;stabilo
goma-borrar-maped-technic-duo;"Goma Borrar Maped Technic Duo";"Oficina > Goma de borrar, Escolar > Gomas de borrar";;;;;;;25.00;;0.02;1.20;1.90;4.00;400;110051;;SI;NO;;;;;maped
regla-20cm-maped-twistnflex;"Regla 20Cm. Maped Twistnflex";"Escolar > Reglas y Geometria";Color;Rosa;;;;;81.00;;0.03;0.30;4.00;22.00;19;70328;;SI;NO;;;;;maped
regla-20cm-maped-twistnflex;;;Color;Azul;;;;;81.00;;0.03;0.30;4.00;22.00;20;70328;;;;;;;;
regla-20cm-maped-twistnflex;;;Color;Verde;;;;;81.00;;0.03;0.30;4.00;22.00;20;70328;;;;;;;;
regla-escolar-de-30cm-marca-pelikan;"Regla escolar de 30Cm. marca Pelikan";"Escolar > Reglas y Geometria";;;;;;;26.40;;0.02;0.20;3.00;31.00;200;71084;;SI;NO;;regla;;;pelikan
regla-escolar-de-20cm-acrilica-marca-maped;"Regla escolar de 20Cm. Acrilica marca Maped";"Escolar > Reglas y Geometria";;;;;;;15.00;;0.01;0.20;2.50;21.00;45;70002;;SI;NO;;;;;maped
compas-pizzini-pk630-tecnico;"Compas Pizzini Pk630 Técnico";"Técnica, Escolar > Reglas y Geometria";;;;;;;1,023.96;;0.19;2.50;10.00;20.00;20;70432;;SI;NO;;compas;;;pizzini
cuaderno-de-comunicaciones-triunfante;"Cuaderno De Comunicaciones Triunfante";"Escolar > Cuadernos";;;;;;;78.00;;0.07;0.30;16.30;20.70;150;40316;;SI;NO;;"cuaderno comunicaciones";;;triunfante
cuaderno-de-caligrafia-triunfante;"Cuaderno De Caligrafia Triunfante";"Escolar > Cuadernos";;;;;;;78.00;;0.07;0.30;16.50;20.70;200;40024;;SI;NO;;caligrafia;;;triunfante
cuaderno-de-caligrafia-exito;"Cuaderno De Caligrafia Exito";"Escolar > Cuadernos";;;;;;;108.20;;0.14;0.50;19.00;24.00;60;041566;;SI;NO;;caligrafia;;;exito
cuaderno-de-musica-triunfante-20h;"Cuaderno De Musica Triunfante 20H.";"Escolar > Cuadernos";;;;;;;126.00;;0.11;0.30;17.70;26.50;120;41053;;SI;NO;;;;;TRIUNFANTE
block-de-dibujo-numero-5-iglu-blanco-x20-hojas;"Block de Dibujo Numero 5 Iglu Blanco x20 Hojas.";"Escolar > Blocks de hojas y repuestos";;;;;;;198.00;;0.19;0.50;22.00;30.00;50;120340;;SI;NO;;;;;IGLU
set-de-pinceles-chatos-x-8-sabonis;"Set De Pinceles Chatos X 8 Sabonis";"Artística > Pintura > Pinceles";;;;;;;195.00;;0.06;1.00;11.50;26.00;100;240220;;SI;NO;;"pincel chato";;;Sabonis
cartucho-de-repuesto-para-lapicera-roller-x-3-simball;"Cartucho De Repuesto Para Lapicera Roller X 3 Simball";"Escolar > Bolígrafos y Rollerballs";;;;;;;46.20;;0.01;0.70;6.50;7.00;200;200001;;SI;NO;;;;;
repuesto-de-dibujo-n-3-color-negro-luma;"Repuesto De Dibujo N° 3 Color Negro Luma";"Escolar > Blocks de hojas y repuestos";;;;;;;28.05;;0.03;0.20;19.00;24.00;100;20051;;SI;NO;;;;;
repuesto-de-dibujo-n-3-color-blanco-el-nene;"Repuesto De Dibujo N° 3 Color Blanco El Nene";"Escolar > Blocks de hojas y repuestos";;;;;;;39.60;;0.05;0.20;19.00;24.00;200;20096;;SI;NO;;;;;
block-de-dibujo-n-5-blanco-el-nene;"Block De Dibujo N° 5 Blanco El Nene";"Escolar > Blocks de hojas y repuestos";;;;;;;130.70;;0.23;0.50;22.00;29.80;100;120008;;SI;NO;;;;;
repuesto-de-dibujo-n-3-color-el-nene;"Repuesto De Dibujo N° 3 Color El Nene";"Escolar > Blocks de hojas y repuestos";;;;;;;42.24;;0.04;0.20;19.00;24.00;200;20088;;SI;NO;;;;;
block-de-dibujo-n-5-color-el-nene;"Block De Dibujo N° 5 Color El Nene";"Escolar > Blocks de hojas y repuestos";;;;;;;155.80;;0.24;0.50;22.00;29.80;100;120003;;SI;NO;;;;;
regletas-de-madera-por-240-piezas-fime;"Regletas De Madera Por 240 Piezas Fime";"Escolar > Reglas y Geometria";;;;;;;1,461.22;;0.68;4.00;19.70;29.70;10;390948;;SI;NO;;;;;
lapiz-color-x24-stabilo-original;"Lapiz Color x24. Stabilo Original";"Artística > Dibujo > Lápices de Dibujo";;;;;;;2,639.00;;0.26;1.50;18.80;21.50;2;13483;;SI;NO;;stabilo;;;Stabilo
lapiz-color-x24-stabilo-carbothel;"Lapiz Color X24 Stabilo Carbothel";"Artística > Dibujo > Lápices de Dibujo";;;;;;;2,790.00;;0.30;1.50;19.00;21.50;2;11085;;SI;NO;;;;;Stabilo
lapiz-color-x24-stabilo-aquacolor;"Lapiz Color X24 Stabilo Aquacolor";"Artística > Dibujo > Lápices de Dibujo";;;;;;;1,486.00;;0.27;1.50;19.00;21.50;2;13478;;SI;NO;;;;;Stabilo
lapiz-color-x60-stabilo-carbothello;"Lapiz Color X60 Stabilo Carbothello";"Artística > Dibujo > Lápices de Dibujo";;;;;;;6,914.00;;0.70;2.50;19.00;32.50;2;13481;4,00638E+12;SI;SI;;stabilo;;;Stabilo
lapiz-color-x36-stabilo-carbothel;"Lapiz Color X36 Stabilo Carbothel";"Artística > Dibujo > Lápices de Dibujo";;;;;;;4,344.00;4,145.00;0.51;1.30;18.70;32.50;2;13480;4,00638E+12;SI;SI;;;;;Stabilo
lapiz-color-x48-stabilo-carbothel;"Lapiz Color X48 Stabilo Carbothel";"Artística > Dibujo > Lápices de Dibujo";;;;;;;5,762.00;;0.64;2.20;19.00;32.50;2;14006;;SI;SI;;stabilo;;;Stabilo
lapiz-color-x38-stabilo-original;"Lapiz Color X38 Stabilo Original";"Artística > Dibujo > Lápices de Dibujo";;;;;;;3,733.00;;0.45;1.30;19.00;32.50;1;13484;4,00638E+12;SI;SI;;stabilo;;;Stabilo
lapiz-color-x12-stabilo-aquacolor;"Lapiz Color X12 Stabilo Aquacolor";"Artística > Dibujo > Lápices de Dibujo";;;;;;;748.10;;0.14;1.20;10.50;18.50;3;10328;4,01E+12;SI;NO;;stabilo;;;Stabilo
lapiz-color-x12-stabilo-carbothel;"Lapiz Color X12 Stabilo Carbothel";"Artística > Dibujo > Lápices de Dibujo";;;;;;;1,395.00;;0.15;1.30;10.50;18.50;2;11084;;SI;NO;;stabilo;;;Stabilo
