Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca
portapincel-artmate-c-pincel-16-pza;PORTAPINCEL ARTMATE C/PINCEL 16 PZA;Artística > Pintura > Pinceles, Escolar > Acuarelas  Témperas y Pinceles;;;;;;;3202,35;;0.25;34.00;30.00;2.00;0;318264;;SI;NO;;;;;artmate
pistola-encoladora-grande-sta;Pistola Encoladora Grande STA;Oficina > Adhesivos;;;;;;;6900,00;;0.28;6.00;15.50;25.50;17;318105;;SI;NO;;pistola, encoladora, adhesivo;;;STA
pistola-encoladora-chica-sta1;Pistola Encoladora Chica STA;Oficina > Adhesivos;;;;;;;4000,00;;0.19;6.00;12.00;20.00;7;318104;;SI;NO;;pistola, encoladora, adhesivo;;;STA
lapiz-color-filgo-x24;Lapiz Color FILGO x24;Escolar > Lapices de Colores;;;;;;;1467,01;;0.19;1.00;17.00;21.00;0;013669;;SI;NO;;Lapices de Colores;;;FILGO
lapiz-color-filgo-x12;Lapiz Color FILGO x12;Escolar > Lapices de Colores;;;;;;;665,50;;0.08;1.00;9.00;21.00;3;013547;;SI;NO;;Lapices de Colores;;;FILGO
fibras-sharpie-fino-pastel-x12;Fibras Sharpie FINO Pastel x12;Oficina > Marcadores > Microfibras, Facultad > Marcadores > Microfibras, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;4244,13;3690,55;0.14;2.00;22.00;20.00;0;014932;;SI;NO;;marcadores, permanente;;;Sharpie
fibras-sharpie-fino-pastel-x8;Fibras Sharpie FINO Pastel x8;Oficina > Marcadores > Microfibras, Facultad > Marcadores > Microfibras, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;2840,56;2470,05;0.10;2.00;15.00;20.00;2;014931;;SI;NO;;marcadores, permanente;;;Sharpie
ruleta-sharpie-tropical-x331;Ruleta SHARPIE Tropical x33;Facultad > Marcadores > Indelebles > NEON;;;;;;;12967,77;12350,26;0.61;5.00;40.00;40.00;1;014892;;SI;NO;;indeleble, marcadores, Neon;;;SHARPIE
ruleta-sharpie-cosmicos-x30;Ruleta Sharpie Cósmicos x30;Oficina > Marcadores > Indelebles, Facultad > Marcadores, Mundo Pastel, Juguetes y Libros;;;;;;;12014,26;11442,15;0.58;4.50;39.50;40.00;29;014303;;SI;NO;;marcadores, permanente;;;sharpie
ruleta-sharpie-futbol-x28;Ruleta Sharpie Fútbol x28;Oficina > Marcadores > Indelebles, Facultad > Marcadores, Mundo Pastel, Juguetes y Libros;;;;;;;9824,99;;0.67;4.50;39.50;40.00;2;014033;;SI;NO;;marcadores, permanente;;;sharpie
fibras-sharpie-x23-surtidas;Fibras Sharpie x23 Surtidas;Facultad > Marcadores > Microfibras, Escolar > Fibras\, Marcadores y Resaltadores, Juguetes y Libros;;;;;;;10964,12;9967,39;0.43;22.00;47.00;3.00;4;014852;;SI;NO;;marcadores, permanente;;;sharpie
fibras-sharpie-greetings-x12;Fibras Sharpie Greetings x12;Oficina > Marcadores > Indelebles, Juguetes y Libros, Facultad > Marcadores > Indelebles;;;;;;;6525,02;5931,84;0.30;21.00;29.00;5.00;20;014310;;SI;NO;;dibujos, personaliza, sharpie;;;sharpie
fibras-sharpie-kit-de-lettering-x30;Fibras Sharpie Kit de Lettering x30;Oficina > Marcadores, Facultad > Marcadores, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;12692,66;12088,25;0.41;5.00;22.50;31.50;19;014349;;SI;NO;;marcadores, permanente;;;Sharpie
fibras-sharpie-music-box-x18;Fibras Sharpie Music box x18;Oficina > Marcadores > Indelebles, Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Indelebles;;;;;;;6255,04;;0.31;5.00;22.50;31.50;0;014347;;SI;NO;;permanente, marcadores;;;Sharpie
fibras-sharpie-deep-sea;Fibras Sharpie Deep Sea;Oficina > Marcadores > Indelebles, Facultad > Marcadores, Mundo Pastel, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;10267,66;9334,23;0.61;3.00;23.50;30.50;12;013770;;SI;NO;;;;;sharpie
pack-sharpie-paper-mate;Pack Sharpie + Paper Mate;Oficina > Correctores, Escolar > Corrector y Borratinta, Oficina > Marcadores > Indelebles, Escolar > Bolígrafos y Rollerballs, Facultad > Bolígrafos, Oficina > Bolígrafos, Facultad > Correctores y Borradores, Oficina > Resaltadores, Facultad > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Indelebles;;;;;;;1087,77;;0.07;1.50;12.00;19.50;36;013689;;SI;NO;;;;;Paper Mate Sharpie
fibra-sharpie-fino-duo;Fibra Sharpie Fino DUO;Facultad > Marcadores > Indelebles;;;;;;;792,00;;0.03;2.00;6.00;20.00;19;014889;;SI;NO;;indeleble, marcadores;;;SHARPIE
fibras-sharpie-fino-metalicos-x3;Fibras Sharpie FINO Metalicos x3;Facultad > Marcadores > Indelebles > Metalicos;;;;;;;1861,26;;0.04;2.00;7.00;20.00;48;014199;;SI;NO;;indeleble, marcadores, metalicos;;;SHARPIE
fibras-sharpie-fino-x4;Fibras Sharpie FINO x4;Facultad > Marcadores > Indelebles > NEON;;;;;;;1540,15;;0.05;2.00;10.00;19.00;5;014890;;SI;NO;;indeleble, marcadores;;;SHARPIE
sharpie-pack-x41;SHARPIE Pack x4;Facultad > Resaltadores, Facultad > Marcadores > Indelebles;;;;;;;1307,67;;0.06;2.00;11.00;20.00;49;014891;;SI;NO;;indeleble, marcadores, resaltador;;;SHARPIE
fibra-sharpie-brush-x8-para-telas;Fibra Sharpie BRUSH x8 para telas.;Oficina > Marcadores > Punta Pincel, Facultad > Marcadores > Punta Pincel;;;;;;;5106,83;;0.12;1.50;18.50;19.30;20;014018;;SI;NO;;punta pincel, para telas, permanente;;;Sharpie
fibra-sharpie-brush-x4;Fibra Sharpie BRUSH x4;Oficina > Marcadores > Punta Pincel, Facultad > Marcadores > Punta Pincel;;;;;;;3096,60;2692,69;0.06;2.00;9.50;19.50;14;014019;;SI;NO;;punta pincel;;;sharpie
fibra-sharpie-brush-x8;Fibra Sharpie BRUSH x8;Oficina > Marcadores > Punta Pincel, Facultad > Marcadores > Punta Pincel;;;;;;;5292,53;;0.12;2.00;17.20;19.50;8;014020;;SI;NO;;punta pincel, sharpie;;;sharpie
fibra-sharpie-ultrafino-x24-color-burst;Fibra Sharpie ULTRAFINO x24 Color BURST;Artística > Dibujo > Marcadores, Oficina > Marcadores > Indelebles, Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Indelebles;;;;;;;9934,84;9031,67;0.26;22.00;22.00;2.00;18;013849;;SI;NO;;permanente;;;sharpie
fibra-sharpie-ultrafina-x12;Fibra Sharpie ULTRAFINA x12;Oficina > Marcadores, Facultad > Marcadores, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;5907,20;5370,18;0.22;2.30;15.00;18.50;1;014017;;SI;NO;;permanente;;;Sharpie
fibra-sharpie-fino-kit-decoracion-de-regalos-x18;Fibra Sharpie FINO Kit Decoracion de Regalos x18;Oficina > Marcadores, Facultad > Marcadores, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;6255,04;;0.32;5.00;22.50;31.50;20;014348;;SI;NO;;permanente;;;Sharpie
fibra-sharpie-ultrafino-cosmico-x5;Fibra Sharpie ULTRAFINO Cosmico x5;Oficina > Marcadores > Indelebles, Facultad > Marcadores;;;;;;;1617,16;;0.06;1.50;12.00;19.30;14;014304;;SI;NO;;permanente;;;Sharpie
fibras-sharpie-fino-cosmico-x16;Fibras Sharpie FINO Cosmico x16;Oficina > Marcadores > Indelebles, Facultad > Marcadores;;;;;;;5189,18;;0.17;2.50;19.60;19.30;17;014307;;SI;NO;;permanente;;;sharpie
fibra-sharpie-fino-cosmicos-x5;Fibra Sharpie FINO Cósmicos x5;Oficina > Marcadores > Indelebles, Facultad > Marcadores;;;;;;;1617,16;;0.06;1.50;12.00;19.30;5;014305;;SI;NO;;permanente;;;sharpie
fibra-sharpie-fino-metalico-x6;Fibra Sharpie FINO Metalico x6;Oficina > Marcadores > Indelebles, Facultad > Marcadores;;;;;;;2959,70;;0.08;1.50;12.00;19.50;11;014200;;SI;NO;;metalicos;;;sharpie
taco-magnetico-100x70x50-memo-fix;Taco Magnetico 100x70x50 Memo Fix;Oficina > Notas y Notas Autoadhesivas, Facultad > Notas y Notas Autoadhesivas;;;;;;;506,25;;0.05;0.50;7.00;10.00;0;101437;;SI;NO;;Taco Magnetico;;;Memo Fix
acuarela-giotto-x12;Acuarela Giotto x12;Escolar > Acuarelas  Témperas y Pinceles;;;;;;;1230,65;1070,13;0.16;1.00;10.20;26.00;0;317836;;SI;NO;;Acuarelas;;;GIOTTO
acuarela-maped-colorpeps-x12;Acuarela Maped ColorPeps x12;Escolar > Acuarelas  Témperas y Pinceles;;;;;;;2174,19;;0.30;1.50;10.00;23.00;24;318211;;SI;NO;;Acuarelas;;;MAPED
acuarela-sifap-paleta-x12;Acuarela SIFAP Paleta x12;Escolar > Acuarelas  Témperas y Pinceles;;;;;;;1115,47;;0.24;0.80;20.00;28.50;73;312095;;SI;NO;;Acuarelas;;;SIFAP
block-acuarella-harmony-hahnemuhle-40x50;Block acuarella HARMONY HAHNEMÜHLE 40x50;;Grano;Grano Fino;;;;;13109,44;;1.20;1.00;40.00;50.00;2;120345;;SI;NO;;;;;
block-acuarella-harmony-hahnemuhle-40x50;;;Grano;Grano Grueso;;;;;12970,68;;1.20;1.00;40.00;50.00;2;120352;;;;;;;;
block-acuarella-harmony-hahnemuhle-40x50;;;Grano;Grano Satinado;;;;;12970,68;;1.20;1.00;40.00;50.00;2;120349;;;;;;;;
acuarelas-alba-x18;Acuarelas ALBA x18;Escolar > Acuarelas  Témperas y Pinceles;;;;;;;886,49;;0.12;2.00;20.00;12.00;35;317463;;SI;NO;;Acuarelas;;;ALBA
acuarelas-alba-x12;Acuarelas ALBA x12;Escolar > Acuarelas  Témperas y Pinceles;;;;;;;618,33;;0.07;1.00;22.00;17.00;0;310077;;SI;NO;;Acuarelas;;;ALBA
acuarelas-alba-x6;Acuarelas ALBA x6;Escolar > Acuarelas  Témperas y Pinceles;;;;;;;393,48;;0.04;1.00;10.00;15.00;47;310073;;SI;NO;;Acuarelas;;;ALBA
acuarelas-faber-castell-x12;Acuarelas Faber-Castell x12;Escolar > Acuarelas  Témperas y Pinceles;;;;;;;1304,53;;0.13;2.00;9.00;21.50;0;310017;;SI;NO;;Acuarelas;;;Faber-Castell
acuarelas-faber-castell-x8;Acuarelas Faber-Castell x8;Escolar > Acuarelas  Témperas y Pinceles;;;;;;;830,16;;0.09;1.60;8.30;17.00;49;311691;;SI;NO;;Acuarelas;;;Faber Castell
libreta-familiar-matrimonial;Libreta Familiar/Matrimonial;;;;;;;;180,00;;0.05;1.00;10.00;15.00;1;320010;;NO;NO;;;;;
libro-mandalas-mandanimales;Libro Mandalas Mandanimales;;Modelo;Bienestar y Gratitud;;;;;96,00;;0.05;0.50;18.00;19.00;0;364806;;SI;NO;;Mandalas;;;Planeta Azul
libro-mandalas-mandanimales;;;Modelo;Creatividad y Concentracion;;;;;96,00;;0.05;0.50;18.00;19.00;0;364805;;;;;;;;
libro-mandalas-mandanimales;;;Modelo;Equilibrio y Buen Humor;;;;;96,00;;0.05;0.50;18.00;19.00;0;364806;;;;;;;;
libro-mandalas-mandanimales;;;Modelo;Calma y Buena Energia;;;;;96,00;;0.05;0.50;18.00;19.00;0;364805;;;;;;;;
lapiz-color-filgo-pastel-x6;Lapiz Color FILGO Pastel x6;;;;;;;;689,80;;0.04;1.00;4.50;21.00;93;014929;;SI;NO;;lapices color, pastel;;;Filgo
lapiz-mooving-coloring-bicolor-x12-24;LAPIZ MOOVING Coloring Bicolor X12/24;Escolar > Lapices de Colores;;;;;;;589,09;;0.08;18.00;9.00;1.00;0;014850;;NO;NO;;lapices color;;;mooving
microfibras-pelikan-x9;Microfibras Pelikan x9.;Oficina > Marcadores > Microfibras, Facultad > Marcadores > Microfibras;;;;;;;1798,93;1564,29;0.08;1.50;10.00;15.50;29;013685;;SI;NO;;microfibras;;;PELIKAN
fibra-color-x12-paper-mate;FIBRA COLOR X12 Paper Mate;Facultad > Marcadores > Al Agua, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;912,00;;0.15;18.00;14.00;1.00;0;010498;;SI;NO;;supertip, crayola, paper mate;;;paper mate
block-anti-stress-muresco;Block Anti-Stress MURESCO;;Modelo;Naturals;;;;;1220,44;;0.24;1.00;25.00;32.50;19;120263;;SI;NO;;Block AntiSrtess, Block para colorear;;;MURESCO
block-anti-stress-muresco;;;Modelo;Cultruras;;;;;1220,44;;0.24;1.00;25.00;32.50;20;120276;;;;;;;;
block-afiches-de-colores-muresco;Block Afiches de colores MURESCO;;;;;;;;856,31;;0.28;1.00;25.00;32.50;97;120278;;SI;NO;;Block afiches;;;MURESCO
block-cartulina-entretenida-letras-y-numeros-muresco;Block Cartulina Entretenida (Letras y Numeros) MURESCO;;;;;;;;869,71;;0.22;1.00;25.00;32.50;79;120214;;SI;NO;;Block Escolar, Cartulinas Entretenidas, Letras y Numeros;;;MURESCO
block-cartulina-entretenida-ingles-letters-numbers-muresco;Block Cartulina Entretenida Ingles (Letters & Numbers) MURESCO;;;;;;;;869,71;;0.22;1.00;25.00;32.50;80;120235;;SI;NO;;Block Escolar, Cartulina Entretenida, Letters & Numbers;;;MURESCO
block-cartulina-entretenida-geometricos-fluo-muresco;Block Cartulina Entretenida Geometricos Fluo MURESCO;;;;;;;;960,74;;0.22;1.00;25.00;32.50;97;120194;;SI;NO;;Block Escolar, Cartulina Entretenida;;;MURESCO
block-cartulina-entretenida-geometricos-muresco;Block Cartulina Entretenida Geometricos MURESCO;;;;;;;;856,31;;0.00;0.00;0.00;0.00;96;120186;;SI;NO;;Block Escolar, Cartulina Entretenida;;;MURESCO
block-papel-madera-muresco;Block Papel Madera MURESCO;;;;;;;;480,37;;0.18;1.00;25.00;32.50;90;120272;;SI;NO;;Block Escolar, Block Papel Madera;;;MURESCO
block-cartulina-entretenida-muresco-ciencias-sociales;Block Cartulina Entretenida MURESCO Ciencias Sociales;;;;;;;;869,71;;0.22;1.00;25.00;32.50;100;120279;;SI;NO;;Block Escolar, Cartulina Entretenida, Ciencias Sociales;;;MURESCO
block-cartulina-entretenida-muresco-ciencias-naturales;Block Cartulina Entretenida MURESCO Ciencias Naturales;;;;;;;;869,71;;0.22;1.00;25.00;32.50;100;120275;;SI;NO;;Block Escolar, Cartulina Entretenida, Ciencias Naturales;;;MURESCO
block-cartulina-entretenida-fechas-patrias-muresco;Block Cartulina Entretenida Fechas Patrias MURESCO;;;;;;;;857,88;;0.27;1.00;25.00;32.50;98;120215;;SI;NO;;Block Escolar, Cartulina Entretenida, Fechas Patrias;;;MURESCO
block-de-dibujo-n5-muresco-color;Block de Dibujo Nº5 MURESCO Color;;;;;;;;668,34;;0.22;1.00;23.00;32.00;0;120270;;SI;NO;;Block de Dibujo, Block Escolar, color;;;MURESCO
block-de-dibujo-n5-muresco;Block de Dibujo Nº5 MURESCO;;Color;Blanco;;;;;501,25;;0.22;1.00;23.00;32.00;0;120268;;SI;NO;;Block de Dibujo, Block Escolar, Blanco, Negro;;;MURESCO
block-de-dibujo-n5-muresco;;;Color;Negro;;;;;647,45;;0.22;1.00;23.00;32.00;1;120273;;;;;;;;
block-cartulina-pastel-liso-muresco;Block Cartulina Pastel Liso MURESCO;;;;;;;;856,31;;0.24;1.00;25.00;32.50;0;120369;;SI;NO;;Block Escolar, Color Pastel;;;MURESCO
block-cartulina-entretenida-pastel-muresco1;Block Cartulina Entretenida Pastel MURESCO;Escolar > Blocks de hojas y repuestos;;;;;;;856,31;;0.22;0.50;25.00;32.50;0;120361;;SI;NO;;Block Escolar, Color Pastel, Cartulina Entretenida;;;MURESCO
block-cartulina-entretenida-muresco-zig-zag;Block Cartulina Entretenida MURESCO Zig-Zag;;;;;;;;869,71;;0.24;1.00;25.00;32.50;0;120291;;SI;NO;;;;;
block-cartulina-entretenida-muresco;Block Cartulina Entretenida MURESCO;;Color;Blanco y Negro;;;;;856,31;;0.24;1.00;25.00;32.50;18;120295;;SI;NO;;;;;
block-cartulina-entretenida-muresco;;;Color;Celeste;;;;;856,31;;0.24;1.00;25.00;32.50;10;120293;;;;;;;;
block-cartulina-entretenida-muresco;;;Color;Rosa;;;;;856,31;;0.24;1.00;25.00;32.50;19;120292;;;;;;;;
block-cartulina-entretenida-muresco;;;Color;Amarillo;;;;;856,31;;0.24;1.00;25.00;32.50;19;120294;;;;;;;;
regla-de-aluminio-plantec;Regla de Aluminio PLANTEC;Artística > Dibujo > Accesorios de Dibujo, Escolar > Reglas y Geometria;Medidas;30cm;;;;;4402,71;;0.08;2.00;4.00;30.00;20;071164;;SI;NO;;;;;Plantec
regla-de-aluminio-plantec;;;Medidas;40cm;;;;;5265,98;;0.10;2.00;4.00;40.00;19;071165;;;;;;;;
regla-de-aluminio-plantec;;;Medidas;50cm;;;;;6733,55;;0.15;2.00;4.00;50.00;21;071166;;;;;;;;
regla-de-aluminio-plantec;;;Medidas;100cm;;;;;11173,14;;0.18;2.00;4.00;100.00;20;071167;;;;;;;;
resaltador-trabi-pastel;Resaltador Trabi Pastel;Oficina > Resaltadores, Facultad > Resaltadores, Mundo Pastel, Escolar > Fibras\, Marcadores y Resaltadores;Color;Rosa;;;;;190,00;;0.02;2.00;2.50;11.50;86;014079;;SI;NO;;pastel, resaltador, trabi;;;trabi
resaltador-trabi-pastel;;;Color;Amarillo;;;;;201,60;;0.02;2.00;2.50;11.50;83;014075;;;;;;;;
resaltador-trabi-pastel;;;Color;Naranja;;;;;190,00;;0.02;2.00;2.50;11.50;81;014299;;;;;;;;
resaltador-trabi-pastel;;;Color;Verde;;;;;190,00;;0.02;2.00;2.50;11.50;87;014076;;;;;;;;
resaltador-trabi-pastel;;;Color;violeta;;;;;190,00;;0.02;2.00;2.50;11.50;84;014078;;;;;;;;
resaltador-trabi-pastel;;;Color;Gris;;;;;190,00;;0.02;2.00;2.50;11.50;82;014312;;;;;;;;
resaltador-trabi-pastel;;;Color;turquesa;;;;;190,00;;0.02;2.00;2.50;11.50;80;014300;;;;;;;;
resaltador-trabi-pastel;;;Color;celeste;;;;;201,60;;0.02;2.00;2.50;11.50;89;014077;;;;;;;;
resaltador-trabi-pastel;;;Color;Coral;;;;;190,00;;0.02;2.00;2.50;11.50;80;014491;;;;;;;;
banderitas-adhesivas-liggo-fluo1;Banderitas Adhesivas Liggo Fluo;Oficina > Señalador página, Facultad > Señaladores de página, Escolar;;;;;;;307,70;;0.01;0.30;5.00;7.50;0;101564;;SI;NO;;banderita, senalador;;;liggo
tempera-playcolor-fluor-300gr;Tempera Playcolor Fluor 300Gr;Escolar > Acuarelas  Témperas y Pinceles;Color;Verde;;;;;693,23;;0.32;8.00;7.00;7.00;0;260099;;SI;NO;;;;;
tempera-playcolor-fluor-300gr;;;Color;Amarillo;;;;;693,23;;0.32;8.00;7.00;7.00;2;260080;;;;;;;;
tempera-playcolor-fluor-300gr;;;Color;Naranja;;;;;693,23;;0.32;8.00;7.00;7.00;1;260100;;;;;;;;
tempera-playcolor-fluor-300gr;;;Color;Rosa;;;;;693,23;;0.32;8.00;7.00;7.00;0;260101;;;;;;;;
tiza-color-playcolor-x12;Tiza Color PLAYCOLOR X12;Escolar > Tizas;;;;;;;234,02;;0.08;2.20;7.00;8.70;0;010078;;SI;NO;;;;;PLAYCOLOR
notas-autoadhesivas-rayadas-70x74x100h-memofix1;Notas Autoadhesivas Rayadas 70x74x100H Memofix;Oficina > Notas y Notas Autoadhesivas, Facultad > Notas y Notas Autoadhesivas;;;;;;;290,95;;0.04;1.00;7.40;7.40;0;101546;;SI;NO;;;;;memofix
notas-autoadhesivas-127x74x100h-rayadas-memofix1;Notas Autoadhesivas 127x74x100H rayadas Memofix;Oficina > Notas y Notas Autoadhesivas, Facultad > Notas y Notas Autoadhesivas;;;;;;;290,95;;0.06;1.00;7.50;12.50;13;101548;;SI;NO;;;;;memofix
taco-adhesivo-memo-fix-pantone-25x74mm1;Taco Adhesivo Memo Fix Pantone 25x74mm;Oficina > Notas y Notas Autoadhesivas, Facultad > Notas y Notas Autoadhesivas;;;;;;;247,31;;0.05;0.50;7.50;15.00;2;101911;;SI;NO;;Taco Adhesivo;;;MEMO FIX
taco-adhesivo-memo-fix-pantone-50x74mm1;Taco Adhesivo Memo Fix Pantone 50x74mm;Oficina > Notas y Notas Autoadhesivas, Facultad > Notas y Notas Autoadhesivas;Color;Púrpura;;;;;378,24;;0.07;1.00;7.50;20.00;0;101912;;SI;NO;;Taco Adhesivo;;;MEMO FIX
taco-adhesivo-memo-fix-pantone-50x74mm1;;;Color;Amarillo;;;;;378,24;;0.07;1.00;7.50;20.00;0;101912;;;;;;;;
taco-adhesivo-memo-fix-pantone-50x74mm1;;;Color;Rojo;;;;;378,24;;0.07;1.00;7.50;20.00;0;101912;;;;;;;;
taco-adhesivo-memo-fix-pantone-50x74mm1;;;Color;Celeste;;;;;378,24;;0.07;1.00;7.50;20.00;0;101912;;;;;;;;
taco-adhesivo-memo-fix-pantone-75x74mm1;Taco Adhesivo Memo Fix Pantone 75x74mm;Oficina > Notas y Notas Autoadhesivas, Facultad > Notas y Notas Autoadhesivas, Mundo Pastel, Escolar;Color;Rojo;;;;;494,62;;0.10;0.70;15.00;15.00;24;101913;;SI;NO;;Taco Adhesivo;;;MEMO FIX
taco-adhesivo-memo-fix-pantone-75x74mm1;;;Color;Amarillo;;;;;494,62;;0.10;0.70;15.00;15.00;27;101913;;;;;;;;
taco-adhesivo-memo-fix-pantone-75x74mm1;;;Color;Púrpura;;;;;494,62;;0.10;0.70;15.00;15.00;24;101913;;;;;;;;
taco-adhesivo-memo-fix-pantone-75x74mm1;;;Color;Celeste;;;;;494,62;;0.10;0.70;15.00;15.00;20;101913;;;;;;;;
taco-adhesivo-75x75-memo-fix-estaciones1;Taco Adhesivo 75x75 Memo Fix Estaciones;Oficina > Notas y Notas Autoadhesivas, Facultad > Notas y Notas Autoadhesivas, Escolar;Color;Rojo;;;;;261,86;;0.04;1.00;7.50;7.50;0;101917;;SI;NO;;;;;
taco-adhesivo-75x75-memo-fix-estaciones1;;;Color;Amarillo;;;;;261,86;;0.04;1.00;7.50;7.50;0;101917;;;;;;;;
taco-adhesivo-75x75-memo-fix-estaciones1;;;Color;Púrpura;;;;;261,86;;0.04;1.00;7.50;7.50;0;101917;;;;;;;;
taco-adhesivo-75x75-memo-fix-estaciones1;;;Color;Celeste;;;;;261,86;;0.04;1.00;7.50;7.50;0;101917;;;;;;;;
carton-gris-en-plancha-70x100;Carton Gris en plancha 70x100;Artística > Herramientas > Esteca, Bazar / Otros, Escolar;Medidas;1mm;;;;;320,00;;0.14;0.10;70.00;100.00;3;310021;;SI;NO;;;;;
carton-gris-en-plancha-70x100;;;Medidas;1.5mm;;;;;580,00;;0.24;0.15;70.00;100.00;52;310007;;;;;;;;
carton-gris-en-plancha-70x100;;;Medidas;2.0mm;;;;;690,00;;0.35;0.20;70.00;100.00;0;310029;;;;;;;;
carton-gris-en-plancha-70x100;;;Medidas;2.5mm;;;;;830,00;;0.40;0.25;70.00;100.00;18;310030;;;;;;;;
carton-gris-en-plancha-70x100;;;Medidas;3.0mm;;;;;950,00;;0.45;0.30;70.00;100.00;39;310223;;;;;;;;
marcador-bic-marking-pastel-x6;Marcador BIC Marking Pastel x6;Artística > Dibujo > Marcadores, Oficina > Marcadores > Indelebles, Mundo Pastel, Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Indelebles;;;;;;;1860,02;;0.07;1.50;11.00;20.00;17;014567;;SI;NO;;;;;Bic
marcador-bic-marking-x12;Marcador BIC Marking x12;Artística > Dibujo > Marcadores, Oficina > Marcadores > Indelebles, Escolar > Fibras\, Marcadores y Resaltadores, Facultad > Marcadores > Indelebles;;;;;;;3696,19;;0.15;1.50;19.50;19.00;15;014569;;SI;NO;;;;;Bic
fibra-pelikan-markana-twist-pastel;Fibra Pelikan Markana Twist Pastel;Mundo Pastel, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;683,52;;0.04;7.00;7.00;18.00;185;014815;;SI;NO;;;;;pelikan
boligrafo-parker-jotter-originals-54;Boligrafo PARKER Jotter Originals '54;Día del Padre, Oficina > Regalos Empresariales, Oficina > Bolígrafos;Color;Fucsia;;;;;3074,49;2673,47;0.01;1.00;1.00;13.00;0;014462;;SI;NO;;;;;
boligrafo-parker-jotter-originals-54;;;Color;Azul;;;;;3074,49;2673,47;0.01;1.00;1.00;13.00;0;014461;;;;;;;;
boligrafo-parker-jotter-originals-54;;;Color;Naranja;;;;;3074,49;2673,47;0.01;1.00;1.00;13.00;0;014460;;;;;;;;
boligrafo-parker-jotter-originals-54;;;Color;Amarillo;;;;;3074,49;2673,47;0.01;1.00;1.00;13.00;0;014463;;;;;;;;
boligrafo-parker-jotter-originals-54;;;Color;Verde;;;;;3074,49;2673,47;0.01;1.00;1.00;13.00;0;014464;;;;;;;;
carpeta-3-solapas-carton-color;Carpeta 3 Solapas Carton Color;;Medidas;A4;;;;;300,00;;0.07;0.10;25.00;35.00;191;061447;;SI;NO;;;;;
carpeta-3-solapas-carton-color;;;Medidas;Oficio;;;;;320,00;;0.00;0.10;25.00;38.00;197;060145;;;;;;;;
carpeta-3-solapas-kraft;Carpeta 3 Solapas Kraft;;Medidas;A4;;;;;220,00;;0.07;0.10;25.00;32.00;194;061446;;SI;NO;;;;;
carpeta-3-solapas-kraft;;;Medidas;Oficio;;;;;240,00;;0.08;0.10;25.00;38.00;200;060014;;;;;;;;
resaltador-faber-48;Resaltador Faber 48;Oficina > Resaltadores, Facultad > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores;Color;Amarillo;;;;;273,13;;0.02;2.00;2.50;11.50;2;010173;;SI;NO;;resaltador;;;faber castell
resaltador-faber-48;;;Color;Verde;;;;;273,13;;0.02;2.00;2.50;11.50;27;011021;;;;;;;;
resaltador-faber-48;;;Color;Azul;;;;;273,13;;0.02;2.00;2.50;11.50;0;011022;;;;;;;;
resaltador-faber-48;;;Color;Naranja;;;;;273,13;;0.02;2.00;2.50;11.50;8;011023;;;;;;;;
resaltador-faber-48;;;Color;Rosa;;;;;273,13;;0.02;2.00;2.50;11.50;17;011556;;;;;;;;
marcador-edding-160-p-pizarra;Marcador Edding 160 P/Pizarra;Facultad > Marcadores > Para Pizarra, Oficina > Marcadores > Para Pizarra;Color;Negro;;;;;469,31;;0.02;1.80;1.80;12.20;48;010301;;SI;NO;;;;;
marcador-edding-160-p-pizarra;;;Color;Azul;;;;;469,31;;0.02;1.80;1.80;12.20;72;011714;;;;;;;;
marcador-edding-160-p-pizarra;;;Color;Rojo;;;;;469,31;;0.02;1.80;1.80;12.20;70;011713;;;;;;;;
marcador-edding-160-p-pizarra;;;Color;Verde;;;;;469,31;;0.02;1.80;1.80;12.20;70;010880;;;;;;;;
resaltador-stabilo-pastel;Resaltador Stabilo Pastel;Oficina > Resaltadores, Facultad > Resaltadores, Mundo Pastel, Escolar > Fibras\, Marcadores y Resaltadores;Color;Rosa;;;;;545,88;454,90;0.02;1.50;2.70;10.50;94;013996;;SI;NO;;pastel;;;stabilo
resaltador-stabilo-pastel;;;Color;Verde;;;;;545,88;454,90;0.02;1.50;2.70;10.50;91;013995;;;;;;;;
