Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca
marcador-uni-posca-pc-3m;;;Color;Verde;;;;;1014,82;;0.02;1.50;1.80;14.00;11;014951;;;;;;;;
marcador-uni-posca-pc-3m;;;Color;Rosa;;;;;1014,82;;0.02;1.50;1.80;14.00;0;014950;;;;;;;;
marcador-uni-posca-pc-3m;;;Color;Violeta;;;;;1014,82;;0.02;1.50;1.80;14.00;6;014952;;;;;;;;
marcador-uni-posca-pc-3m;;;Color;Beige;;;;;1014,82;;0.02;1.50;1.80;14.00;0;014267;;;;;;;;
marcador-uni-posca-pc-3m;;;Color;Bronce;;;;;1014,82;;0.02;1.50;1.80;14.00;2;014272;;;;;;;;
marcador-uni-posca-pc-3m;;;Color;Oro;;;;;1014,82;;0.02;1.50;1.80;14.00;18;014270;;;;;;;;
marcador-uni-posca-pc-1m;Marcador UNI-POSCA PC-1M;Oficina > Marcadores > Al Agua, Facultad > Marcadores > Al Agua;Color;Negro;;;;;1244,84;;0.01;1.50;1.70;12.00;2;014239;;SI;NO;;marcadores, Indelebles, al agua;;;POSCA
marcador-uni-posca-pc-1m;;;Color;Blanco;;;;;1244,84;;0.01;1.50;1.70;12.00;11;014240;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Rojo;;;;;1244,84;;0.01;1.50;1.70;12.00;12;014242;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Plata;;;;;1244,84;;0.01;1.50;1.70;12.00;2;014246;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Verde;;;;;1244,84;;0.01;1.50;1.70;12.00;1;014243;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Amarillo;;;;;1244,84;;0.01;1.50;1.70;12.00;1;014963;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Violeta;;;;;1244,84;;0.01;1.50;1.70;12.00;1;014244;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Rosa;;;;;1244,84;;0.01;1.50;1.70;12.00;1;014962;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Oro;;;;;1244,84;;0.01;1.50;1.70;12.00;1;014245;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Azul;;;;;1244,84;;0.01;1.50;1.70;12.00;1;014960;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Marfil;;;;;1244,84;;0.01;1.50;1.70;12.00;0;014241;;;;;;;;
marcador-uni-posca-pc-1m;;;Color;Naranja;;;;;1244,84;;0.01;1.50;1.70;12.00;8;014961;;;;;;;;
marcador-uni-posca-pc-8k;Marcador UNI-POSCA PC-8K;Oficina > Marcadores > Al Agua, Facultad > Marcadores > Al Agua;Color;Blanco;;;;;1515,46;;0.04;2.50;2.50;12.00;1;014283;;SI;NO;;marcadores, Indelebles, al agua;;;posca
marcador-uni-posca-pc-8k;;;Color;Negro;;;;;1515,46;;0.04;2.50;2.50;12.00;2;014284;;;;;;;;
marcador-uni-posca-pc-8k;;;Color;amarillo vivo;;;;;1515,46;;0.04;2.50;2.50;12.00;2;014285;;;;;;;;
marcador-uni-posca-pc-8k;;;Color;beige;;;;;1515,46;;0.04;2.50;2.50;12.00;0;014286;;;;;;;;
marcador-uni-posca-pc-8k;;;Color;celeste;;;;;1515,46;;0.04;2.50;2.50;12.00;3;014287;;;;;;;;
marcador-uni-posca-pc-8k;;;Color;Marrón;;;;;1515,46;;0.04;2.50;2.50;12.00;4;014290;;;;;;;;
marcador-uni-posca-pc-8k;;;Color;Rojo;;;;;1515,46;;0.04;2.50;2.50;12.00;6;014291;;;;;;;;
marcador-uni-posca-pc-8k;;;Color;rojo vino;;;;;1515,46;;0.04;2.50;2.50;12.00;4;014292;;;;;;;;
marcador-uni-posca-pc-8k;;;Color;Verde;;;;;1515,46;;0.04;2.50;2.50;12.00;7;014294;;;;;;;;
marcador-uni-posca-pc-8k;;;Color;turquesa;;;;;1515,46;;0.04;2.50;2.50;12.00;3;014293;;;;;;;;
marcador-uni-posca-pc-8k;;;Color;Púrpura;;;;;1515,46;;0.04;2.50;2.50;12.00;2;014295;;;;;;;;
marcador-uni-posca-pc-8k;;;Color;Plata;;;;;1515,46;;0.04;2.50;2.50;12.00;3;014296;;;;;;;;
marcador-uni-posca-pc-8k;;;Color;bronce;;;;;1515,46;;0.04;2.50;2.50;12.00;5;014297;;;;;;;;
marcador-uni-posca-pc-8k;;;Color;Amarillo;;;;;1515,46;;0.04;2.50;2.50;12.00;0;014957;;;;;;;;
marcador-uni-posca-pc-17k;Marcador UNI-POSCA PC-17K;Oficina > Marcadores > Al Agua, Facultad > Marcadores > Al Agua;Color;Rosa;;;;;2963,27;;0.07;2.80;2.80;16.00;3;014236;;SI;NO;;marcadores, Indelebles, Punta Cuadrada;;;POSCA
marcador-uni-posca-pc-17k;;;Color;Rojo;;;;;2963,27;;0.07;2.80;2.80;16.00;4;014237;;;;;;;;
marcador-uni-posca-pc-17k;;;Color;Verde;;;;;2963,27;;0.07;2.80;2.80;16.00;4;014238;;;;;;;;
marcador-uni-posca-pc-17k;;;Color;Plata;;;;;2963,27;;0.07;2.80;2.80;16.00;5;014235;;;;;;;;
marcador-uni-posca-pc-17k;;;Color;Blanco;;;;;2963,27;;0.07;2.80;2.80;16.00;0;015034;;;;;;;;
marcador-uni-posca-pc-17k;;;Color;Azul;;;;;2963,27;;0.07;2.80;2.80;16.00;2;015035;;;;;;;;
marcador-uni-posca-pc-17k;;;Color;Oro;;;;;2963,27;;0.07;2.80;2.80;16.00;2;014959;;;;;;;;
marcador-uni-posca-pc-17k;;;Color;Amarillo;;;;;2963,27;;0.07;2.80;2.80;16.00;2;015036;;;;;;;;
resaltador-sharpie-s-note-pastel;Resaltador Sharpie S-NOTE Pastel;Oficina > Resaltadores, Facultad > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores;Color;Amarillo;;;;;304,43;;0.02;1.00;1.00;17.00;3;015045;;SI;NO;;Resaltadores, pastel;;;SHARPIE
resaltador-sharpie-s-note-pastel;;;Color;Azul;;;;;304,43;;0.02;1.00;1.00;17.00;2;015046;;;;;;;;
resaltador-sharpie-s-note-pastel;;;Color;Celeste;;;;;304,43;;0.02;1.00;1.00;17.00;3;015047;;;;;;;;
resaltador-sharpie-s-note-pastel;;;Color;Coral;;;;;304,43;;0.02;1.00;1.00;17.00;2;015048;;;;;;;;
resaltador-sharpie-s-note-pastel;;;Color;Fucsia;;;;;304,43;;0.02;1.00;1.00;17.00;3;015049;;;;;;;;
resaltador-sharpie-s-note-pastel;;;Color;Gris;;;;;304,43;;0.02;1.00;1.00;17.00;3;015050;;;;;;;;
resaltador-sharpie-s-note-pastel;;;Color;Menta;;;;;304,43;;0.02;1.00;1.00;17.00;2;015051;;;;;;;;
resaltador-sharpie-s-note-pastel;;;Color;Naranja;;;;;304,43;;0.02;1.00;1.00;17.00;3;015052;;;;;;;;
resaltador-sharpie-s-note-pastel;;;Color;Rosa;;;;;304,43;;0.02;1.00;1.00;17.00;3;015053;;;;;;;;
resaltador-sharpie-s-note-pastel;;;Color;Turquesa;;;;;304,43;;0.02;1.00;1.00;17.00;3;015054;;;;;;;;
resaltador-sharpie-s-note-pastel;;;Color;Verde Manzana;;;;;304,43;;0.02;1.00;1.00;17.00;3;015055;;;;;;;;
resaltador-sharpie-s-note-pastel;;;Color;Violeta;;;;;304,43;;0.02;1.00;1.00;17.00;2;015056;;;;;;;;
resaltadores-sharpie-s-note-x4-fluo;Resaltadores SHARPIE S-NOTE x4 Fluo;Oficina > Resaltadores, Facultad > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;1300,76;;0.00;0.00;0.00;0.00;38;015042;;SI;NO;;Biselados, pastel, Resaltadores;;;SHARPIE
resaltadores-sharpie-s-note-x4-pastel;Resaltadores SHARPIE S-NOTE x4 Pastel;Oficina > Resaltadores, Facultad > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;1300,76;;0.00;0.00;0.00;0.00;39;015043;;SI;NO;;Resaltadores, Biselados, pastel;;;SHARPIE
resaltadores-sharpie-s-note-duo;Resaltadores SHARPIE S-NOTE Duo;Oficina > Resaltadores, Facultad > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores;Color;Menta + Lila;;;;;664,22;;0.03;2.00;5.00;19.00;9;015041;;SI;NO;;Resaltadores, Biselados, pastel;;;SHARPIE
resaltadores-sharpie-s-note-duo;;;Color;Rosa + Celeste;;;;;664,22;;0.03;2.00;5.00;19.00;9;015041;;;;;;;;
resaltadores-sharpie-s-note-duo;;;Color;Coral + Amarillo;;;;;664,22;;0.03;2.00;5.00;19.00;0;015041;;;;;;;;
resaltadores-sharpie-s-note-x12;Resaltadores SHARPIE S-NOTE x12;Facultad > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;3846,92;;0.15;2.50;30.00;28.00;37;015044;;SI;NO;;Biselados, pastel, Resaltadores;;;SHARPIE
fibras-sharpie-tortuga-edition-x20;Fibras SHARPIE Tortuga Edition x20;Oficina > Marcadores > Microfibras, Facultad > Marcadores > Microfibras, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;8330,37;;0.42;3.50;30.00;28.00;20;015040;;SI;NO;;fibras, Fina, Ultrafino;;;SHARPIE
ruleta-sharpie-leon-edition-x26;Ruleta SHARPIE LEON Edition x26;Oficina > Marcadores > Microfibras, Facultad > Marcadores > Microfibras, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;10406,04;;0.64;3.00;40.00;40.00;19;015039;;SI;NO;;fibras, FIno, Ultrafino;;;SHARPIE
marcadores-pelikan-420-pastel-x5;Marcadores PELIKAN 420 Pastel x5;Facultad > Marcadores, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;1332,33;;0.14;2.50;10.00;13.00;59;015060;;SI;NO;;indeleble, marcadores, pastel;;;PELIKAN
microfibras-filgo-x20-surtidas;Microfibras FILGO x20 surtidas;Oficina > Marcadores > Microfibras, Facultad > Marcadores > Microfibras;;;;;;;4768,79;4146,77;0.18;18.00;9.00;2.00;43;014946;;SI;NO;;microfibra, microfibras;;;filgo
microfibras-filgo-x15-surtidas;Microfibras FILGO x15 surtidas;Oficina > Marcadores > Microfibras, Facultad > Marcadores > Microfibras;;;;;;;3538,13;3076,64;0.10;17.00;13.00;1.00;36;014947;;SI;NO;;microfibras;;;filgo
microfibra-filgo-liner-038-pastel-estuche-x-6;Microfibra Filgo Liner 038 Pastel Estuche X 6;Oficina > Marcadores > Microfibras, Facultad > Marcadores > Microfibras, Mundo Pastel, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;1222,38;;0.05;1.00;6.00;16.70;41;014375;;SI;NO;;microfibra, filgo, liner, 038, pastel;;;Filgo
microfibras-filgo-x10-surtidas;Microfibras FILGO x10 surtidas;Oficina > Marcadores > Microfibras, Facultad > Marcadores > Microfibras;;;;;;;2460,03;2139,16;0.10;1.00;9.00;16.00;42;013552;;SI;NO;;;;;filgo
microfibra-filgo-liner-038-fluo-estuche-x-5;Microfibra Filgo Liner 038 Fluo Estuche X 5;Oficina > Marcadores > Microfibras, Facultad > Marcadores > Microfibras, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;1029,47;;0.05;1.00;6.00;16.70;95;013828;;SI;NO;;microfibra, filgo, liner, 038, fluo;;;Filgo
microfibras-filgo-x4-pastel;Microfibras FILGO x4 pastel;Oficina > Marcadores > Microfibras, Facultad > Marcadores > Microfibras;;;;;;;934,92;812,97;0.08;1.00;4.00;16.00;45;014035;;SI;NO;;;;;filgo
marcadores-filgo-brush-pen-color1;Marcadores FILGO Brush Pen Color;Facultad > Marcadores > Al Agua;;;;;;;3442,87;2993,80;0.10;1.00;11.00;16.00;0;014999;;SI;NO;;acuarelables, marcadores, punta pincel;;;FILGO
talonario-de-remitos-husares;Talonario de Remitos HUSARES;Oficina > Talonarios;Modelo;S;;;;;444,23;;0.04;1.00;8.00;10.00;100;280058;;SI;NO;;Talonarios, Remito;;;HUSARES
talonario-de-remitos-husares;;;Modelo;M;;;;;444,00;;0.08;1.00;9.00;15.00;100;280079;;;;;;;;
talonario-de-remitos-husares;;;Modelo;L;;;;;539,42;;0.11;1.00;12.00;15.00;200;280063;;;;;;;;
talonario-de-remitos-husares;;;Modelo;XL;;;;;900,00;;0.17;1.00;15.00;18.00;150;280062;;;;;;;;
talonario-de-remitos-husares;;;Modelo;Triplicado;;;;;977,33;;0.14;1.00;14.00;21.00;200;280029;;;;;;;;
talonario-de-recibo-de-haberes-husares;Talonario de Recibo de Haberes HÚSARES;Oficina > Talonarios;;;;;;;1320,00;;0.18;1.00;15.00;23.00;200;280024;;SI;NO;;Talonario, Recibo de Haberes;;;HUSARES
talonario-de-vale;Talonario de Vale;Oficina > Talonarios;;;;;;;240,00;;0.05;0.50;8.00;15.00;300;280013;;SI;NO;;Talonarios, Vale;;;HUSARES
talonarios-de-recibo-husares;Talonarios de Recibo HÚSARES;Oficina > Talonarios;Modelo;S;;;;;252,00;;0.04;0.50;8.00;15.00;188;280010;;SI;NO;;Talonarios, Recibos, Simples, Duplicado Quimico;;;HUSARES
talonarios-de-recibo-husares;;;Modelo;M;;;;;324,00;;0.05;0.50;8.00;22.00;139;280011;;;;;;;;
talonarios-de-recibo-husares;;;Modelo;L;;;;;516,00;;0.08;0.50;10.00;22.00;199;280012;;;;;;;;
talonarios-de-recibo-husares;;;Modelo;Duplicado Quimico;;;;;792,00;;0.14;1.00;11.00;21.00;275;280020;;;;;;;;
talonario-recibo-de-alquileres-husares;Talonario Recibo de Alquileres HÚSARES;Oficina > Talonarios;Modelo;Simple;;;;;523,55;;0.07;0.50;10.00;22.00;200;280061;;SI;NO;;Talonarios, Recibo de Alquiler;;;HUSARES
talonario-recibo-de-alquileres-husares;;;Modelo;Duplicado Quimico;;;;;792,00;;0.14;1.00;11.00;23.00;100;280042;;;;;;;;
talonarios-de-pagare-husares;Talonarios de Pagaré HÚSARES;Oficina > Talonarios;Medidas;G;;;;;804,00;;0.10;0.50;11.00;30.00;40;280033;;SI;NO;;Talonarios, Pagare;;;HUSARES
talonarios-de-pagare-husares;;;Medidas;S;;;;;516,00;;0.05;0.50;10.00;22.00;100;280041;;;;;;;;
adhesivo-cola-vinilica-parsecs;Adhesivo. Cola Vinilica PARSECS;Artística > Herramientas;Medidas;125Gr;;;;;420,00;;0.15;5.00;5.00;5.00;39;050117;;SI;NO;;adhesivo, cola vinilica;;;PARSECS
adhesivo-cola-vinilica-parsecs;;;Medidas;250Gr;;;;;630,00;;0.30;5.00;5.00;7.00;9;050118;;;;;;;;
adhesivo-cola-vinilica-parsecs;;;Medidas;500Gr;;;;;990,00;;0.55;9.00;9.00;8.00;9;050122;;;;;;;;
adhesivo-cola-vinilica-parsecs;;;Medidas;1Kg;;;;;1750,00;;1.10;8.00;8.00;15.00;10;050123;;;;;;;;
lupa-plastica-katana;Lupa Plastica KATANA;Oficina;Medidas;50mm;;;;;274,31;;0.19;1.50;6.00;10.00;10;990177;;SI;NO;;Lupa;;;KATANA
lupa-plastica-katana;;;Medidas;60mm;;;;;303,19;;0.21;1.50;9.00;15.00;20;990178;;;;;;;;
lupa-plastica-katana;;;Medidas;75mm;;;;;360,94;;0.30;2.00;10.00;19.00;40;990009;;;;;;;;
plastilinas-pelikan-pastel;Plastilinas PELIKAN Pastel;Escolar > Plastilinas;;;;;;;698,69;;0.20;1.50;12.00;14.00;57;210315;;SI;NO;;escolar, plastilina, Color Pastel;;;PELIKAN
plastilinas-pelikan-neon;Plastilinas PELIKAN Neon;Escolar > Plastilinas;;;;;;;698,69;;0.20;1.50;12.00;14.00;54;210316;;SI;NO;;plastilina, escolar, Neon;;;PELIKAN
crayones-pelikan-jumbo-metalicos;Crayones PELIKAN Jumbo Metalicos;Escolar > Crayones;;;;;;;931,39;;0.07;1.50;10.00;16.00;56;015031;;SI;NO;;crayones, Escolares, metalicos;;;PELIKAN
crayones-pelikan-jumbo-mix;Crayones PELIKAN Jumbo MIX;Escolar > Crayones;;;;;;;665,28;;0.07;1.50;10.00;16.00;58;015030;;SI;NO;;crayones, Escolares, Mix de colores;;;PELIKAN
crayones-pelikan-jumbo-pastel;Crayones PELIKAN Jumbo pastel;Escolar > Crayones;;;;;;;665,28;;0.07;1.50;10.00;16.00;58;015029;;SI;NO;;crayones, Escolares, Color Pastel;;;PELIKAN
marcadores-pelikan-420-pastel;Marcadores PELIKAN 420 Pastel;Facultad > Marcadores, Escolar > Fibras\, Marcadores y Resaltadores;;;;;;;2357,20;;0.14;4.00;7.00;13.00;60;015032;;SI;NO;;marcadores, indeleble, pastel;;;PELIKAN
lapiz-color-pelikan-pastel;Lapiz color PELIKAN Pastel;Escolar > Lapices de Colores;;;;;;;1730,10;;0.08;1.00;9.00;20.00;11;015028;;SI;NO;;Lapices de Colores, Color Pastel;;;PELIKAN
marcadores-pelikan-markatodo-oro-plata;Marcadores PELIKAN Markatodo Oro/Plata;Facultad > Marcadores > Indelebles;;;;;;;1442,10;;0.33;2.00;7.00;18.00;3;014926;;SI;NO;;marcadores, metalicos, indeleble;;;PELIKAN
resaltadores-pelikan-214-textmarker-fluo;Resaltadores PELIKAN 214 Textmarker FLUO;Oficina > Resaltadores, Facultad > Resaltadores, Escolar > Fibras\, Marcadores y Resaltadores;Color;Amarillo Fluo;;;;;341,62;;0.02;1.50;1.50;13.00;0;015018;;SI;NO;;Resaltadores, Fluo;;;PELIKAN
resaltadores-pelikan-214-textmarker-fluo;;;Color;Rosa Fluo;;;;;341,62;;0.02;1.50;1.50;13.00;38;015020;;;;;;;;
resaltadores-pelikan-214-textmarker-fluo;;;Color;Verde Fluo;;;;;341,62;;0.02;1.50;1.50;13.00;38;015021;;;;;;;;
resaltadores-pelikan-214-textmarker-fluo;;;Color;Naranja Fluo;;;;;341,62;;0.02;1.50;1.50;13.00;39;015019;;;;;;;;
resaltadores-pelikan-214-textmarker-pastel;Resaltadores PELIKAN 214 Textmarker Pastel;Oficina > Resaltadores, Facultad > Resaltadores;Color;rosa bebe;;;;;341,62;;0.02;1.50;1.50;13.00;50;015024;;SI;NO;;Resaltadores, pastel;;;PELIKAN
resaltadores-pelikan-214-textmarker-pastel;;;Color;lavanda;;;;;341,62;;0.02;1.50;1.50;13.00;50;015023;;;;;;;;
resaltadores-pelikan-214-textmarker-pastel;;;Color;banana;;;;;341,62;;0.02;1.50;1.50;13.00;50;015026;;;;;;;;
resaltadores-pelikan-214-textmarker-pastel;;;Color;menta;;;;;341,62;;0.02;1.50;1.50;13.00;50;015027;;;;;;;;
resaltadores-pelikan-214-textmarker-pastel;;;Color;aqua;;;;;341,62;;0.02;1.50;1.50;13.00;50;015022;;;;;;;;
resaltadores-pelikan-214-textmarker-pastel;;;Color;durazno;;;;;341,62;;0.02;1.50;1.50;13.00;50;015025;;;;;;;;
block-a4-avon;Block A4 AVON;Oficina > Blocks , Escolar > Blocks de hojas y repuestos;Modelo;Rayado;;;;;630,00;;0.42;1.00;21.00;30.00;168;120017;;SI;NO;;Blocks, A4, Rayado, cuadriculado, Liso;;;AVON
block-a4-avon;;;Modelo;Cuadriculado;;;;;630,00;;0.42;1.00;21.00;30.00;82;120021;;;;;;;;
block-a4-avon;;;Modelo;Liso;;;;;630,00;;0.42;1.00;21.00;30.00;46;120208;;;;;;;;
resmas-a4-chamex-75gr-color;Resmas A4 CHAMEX 75Gr Color;Oficina > Resmas;Color;Amarillo;;;;;750,00;;2.28;5.50;21.00;29.70;0;080315;;SI;NO;;Resmas, A4, color;;;CHAMEX
resmas-a4-chamex-75gr-color;;;Color;Rosa;;;;;750,00;;2.28;5.50;21.00;29.70;0;080316;;;;;;;;
resmas-a4-chamex-75gr-color;;;Color;Verde;;;;;750,00;;2.28;5.50;21.00;29.70;0;080313;;;;;;;;
resmas-a4-chamex-75gr-color;;;Color;Celeste;;;;;750,00;;2.28;5.50;21.00;29.70;0;080314;;;;;;;;
resmas-a4-husares-design;Resmas A4 Husares Design;Oficina > Resmas;Tipo;90Gr x100H;;;;;1109,16;;0.50;1.50;21.00;30.00;15;080118;;SI;NO;;Resmas, A4, Design, Impresion;;;HUSARES
resmas-a4-husares-design;;;Tipo;90Gr x400H;;;;;2723,76;;2.20;5.00;21.00;30.00;4;080117;;;;;;;;
resmas-a4-husares-design;;;Tipo;120Gr x100H;;;;;1190,00;;0.74;2.00;21.00;30.00;19;080051;;;;;;;;
resmas-a4-husares-design;;;Tipo;120Gr x300H;;;;;2880,00;;2.50;6.00;21.00;30.00;19;080064;;;;;;;;
resmas-a4-husares-design;;;Tipo;150Gr x100H;;;;;1560,00;;0.40;2.50;21.00;30.00;5;080119;;;;;;;;
resmas-a4-husares-design;;;Tipo;150Gr x240H;;;;;2928,00;;2.60;6.00;21.00;30.00;3;080120;;;;;;;;
resmas-a4-boreal;Resmas A4 BOREAL;Oficina > Resmas;Modelo;70Gr;;;;;1030,00;;2.25;5.00;21.00;30.00;130;080020;;SI;NO;;Resmas, A4;;;BOREAL
resmas-a4-boreal;;;Modelo;75Gr;;;;;1150,00;;2.40;5.00;21.00;30.00;0;080032;;;;;;;;
resmas-a4-boreal;;;Modelo;80Gr;;;;;1220,00;;2.60;5.00;21.00;30.00;32;080022;;;;;;;;
resmas-a4-boreal;;;Modelo;90Gr;;;;;1390,00;;3.00;5.00;21.00;30.00;0;080428;;;;;;;;
adhesivo-en-barra-pritt;Adhesivo en barra PRITT;Oficina > Adhesivos, Escolar > Adhesivos;Medidas;10Gr;;;;;364,00;;0.02;1.00;1.00;8.00;97;050040;;SI;NO;;adhesivo, En Barra;;;PRITT
adhesivo-en-barra-pritt;;;Medidas;20Gr;;;;;520,00;;0.04;2.00;2.00;10.00;73;050060;;;;;;;;
adhesivo-en-barra-pritt;;;Medidas;40Gr;;;;;767,00;;0.06;3.00;3.00;12.00;74;050022;;;;;;;;
silicona-liquida-pelikan;Silicona Liquida PELIKAN;Oficina > Adhesivos, Escolar > Adhesivos;Medidas;30ml;;;;;255,36;;0.05;7.50;7.50;10.00;100;050025;;SI;NO;;adhesivo, Silicona, Liquida, escolar;;;PELIKAN
silicona-liquida-pelikan;;;Medidas;100ml;;;;;470,40;;0.12;8.00;8.00;12.00;13;050268;;;;;;;;
silicona-liquida-pelikan;;;Medidas;250ml;;;;;1088,64;;0.29;5.00;5.00;18.00;8;050269;;;;;;;;
silicona-liquida-pritt1;Silicona Liquida PRITT;Oficina > Adhesivos, Escolar > Adhesivos;Capacidad;30gr;;;;;390,00;;0.06;2.00;3.00;10.00;80;050126;;SI;NO;;adhesivo, Silicona, Liquida;;;PRITT
silicona-liquida-pritt1;;;Capacidad;105gr;;;;;754,00;;0.12;15.00;6.00;3.00;94;050130;;;;;;;;
silicona-liquida-pritt1;;;Capacidad;215gr;;;;;1495,00;;0.24;4.00;7.00;18.00;79;050175;;;;;;;;
silicona-liquida-sta1;Silicona Liquida STA;Oficina > Adhesivos, Escolar > Adhesivos;Capacidad;30gr;;;;;250,00;;0.07;2.00;2.00;7.00;87;050191;;SI;NO;;adhesivo, Silicona, Liquida;;;STA
silicona-liquida-sta1;;;Capacidad;100gr;;;;;510,00;;0.09;4.00;4.00;11.50;71;050192;;;;;;;;
silicona-liquida-sta1;;;Capacidad;250gr;;;;;1300,00;;0.30;7.00;7.00;14.00;49;050193;;;;;;;;
libro-maqueta-construye-un-coche;Libro + Maqueta. Construye un Coche;Juguetes y Libros;;;;;;;4344,53;3777,85;1.34;4.00;25.00;35.00;0;364650;;SI;NO;;Libro, Maqueta, Didactico, EDAD:9-12;;;SASSI Jr.
libro-maqueta-los-hermanos-wrigth;Libro + Maqueta. Los Hermanos Wrigth;Juguetes y Libros;;;;;;;4344,53;3777,85;1.11;4.00;25.00;35.00;0;364648;;SI;NO;;Libro, Maqueta, Didactico, EDAD:9-12;;;SASSI Jr.
libro-maqueta-titanic;Libro + Maqueta. TITANIC;Juguetes y Libros;;;;;;;4344,53;3777,85;1.35;4.00;25.00;35.00;0;364649;;SI;NO;;Libro, Maqueta, Didactico, EDAD:9-12;;;SASSI Jr.
libro-maqueta-las-maquinas-de-leonardo-da-vinci;Libro + Maqueta. Las Maquinas de Leonardo Da Vinci;Juguetes y Libros;;;;;;;4344,53;3777,85;1.13;4.00;25.00;35.00;0;364647;;SI;NO;;Libro, Maqueta, Didactico, EDAD:9-12;;;SASSI Jr.
marcadores-crayola-supertips;Marcadores CRAYOLA SuperTips;Facultad > Marcadores > Al Agua, Escolar > Fibras\, Marcadores y Resaltadores;Medidas;x10;;;;;3135,95;;0.11;1.00;8.00;15.00;0;014844;;SI;NO;;marcadores, fibras, Crayola, Supertips;;;CRAYOLA
marcadores-crayola-supertips;;;Medidas;x20;;;;;6452,67;5866,07;0.20;1.50;18.00;26.00;0;014328;;;;;;;;
marcadores-crayola-supertips;;;Medidas;x50;;;;;18555,58;17671,99;0.50;2.50;20.00;29.00;0;014360;;;;;;;;
marcadores-crayola-supertips;;;Medidas;x100;;;;;37111,17;35343,97;1.00;20.00;20.00;20.00;0;015002;;;;;;;;
crayones-crayola;Crayones CRAYOLA;Escolar > Crayones;Medidas;x12;;;;;720,15;;0.12;2.00;6.00;10.00;75;014218;;SI;NO;;crayones;;;CRAYOLA
crayones-crayola;;;Medidas;x24;;;;;1402,39;;0.27;3.00;8.00;10.00;80;014219;;;;;;;;
calculadoras-cifra-varios-modelos;Calculadoras CIFRA Varios Modelos;Escolar > Calculadoras, Oficina > Calculadora;Modelo;DT67;;;;;1844,70;;0.11;1.50;13.00;20.00;2;220066;;SI;NO;;calculadora;;;CIFRA
calculadoras-cifra-varios-modelos;;;Modelo;DT150;;;;;2416,70;;0.07;1.00;11.00;19.00;2;220126;;;;;;;;
calculadoras-cifra-varios-modelos;;;Modelo;DT218 AP;;;;;2365,00;;0.08;2.00;11.00;18.00;2;220090;;;;;;;;
calculadoras-cifra-varios-modelos;;;Modelo;B123 AP;;;;;1150,00;;0.04;2.00;9.00;14.00;2;220065;;;;;;;;
resmas-a4-autor;Resmas A4 AUTOR;Oficina > Resmas;Modelo;70Gr;;;;;1030,00;;2.25;5.00;22.00;30.00;100;080028;;SI;NO;;Resmas, A4;;;AUTOR
resmas-a4-autor;;;Modelo;75Gr;;;;;1150,00;;2.50;5.50;22.00;30.00;100;080017;;;;;;;;
resmas-a4-autor;;;Modelo;80Gr;;;;;1220,00;;3.30;6.00;22.00;30.00;100;080018;;;;;;;;
resmas-a4-autor;;;Modelo;90Gr;;;;;1390,00;;4.50;8.00;22.00;30.00;30;080012;;;;;;;;
mochilas-simball-kids;Mochilas SIMBALL Kids;Escolar > Mochilas;Modelo;Dino;;;;;7277,25;;0.26;13.00;22.00;26.00;0;420888;;SI;NO;;Mochilas, Escolares, EDAD:4+;;;SIMBALL
mochilas-simball-kids;;;Modelo;Mono;;;;;5912,76;;0.26;13.00;22.00;26.00;0;420878;;;;;;;;
mochilas-simball-kids;;;Modelo;Tigre;;;;;5912,76;;0.26;13.00;22.00;26.00;0;420884;;;;;;;;
mochilas-simball-kids;;;Modelo;Pingüino;;;;;7049,83;;0.26;13.00;22.00;26.00;0;420894;;;;;;;;
mochilas-simball-kids;;;Modelo;Tiburon;;;;;7883,68;;0.26;13.00;22.00;26.00;0;420900;;;;;;;;
