"Identificador de URL";Nombre;Categorías;"Nombre de propiedad 1";"Valor de propiedad 1";"Nombre de propiedad 2";"Valor de propiedad 2";"Nombre de propiedad 3";"Valor de propiedad 3";Precio;"Precio promocional";"Peso (kg)";"Alto (cm)";"Ancho (cm)";"Profundidad (cm)";Stock;SKU;"Código de barras";"Mostrar en tienda";"Envío sin cargo";Descripción;Tags;"Título para SEO";"Descripción para SEO";Marca;"Producto Físico";"MPN (Número de pieza del fabricante)";Sexo;"Rango de edad";Costo
marcador-kurecolor-zig-2;;;Color;"793 Light Brown";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14703;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"801 Light Gray";;;;;5,972.40;;0.02;14.00;1.00;1.00;1;14704;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"803 Gray Brown";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14705;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"805 Dark Gray";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14706;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"808 Natural Gray";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14707;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"821 Pale Gray";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14708;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"822 Blue Gray 1";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14709;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"823 Down Gray";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14710;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"827 Blue Gray 4";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14711;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"828 Gray";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14712;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"829 Dark Steel Gray";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14713;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"832 Blue Gray";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14714;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;833;;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14715;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;834;;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14716;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;835;;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14717;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;839;;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14718;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"840 Green Gray 1";;;;;5,972.40;;0.02;14.00;1.00;1.00;1;14719;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"841 Pale Down Gray";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14720;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"842 Green Gray 2";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14721;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"843 Brick Beige";;;;;5,972.40;;0.02;14.00;1.00;1.00;1;14722;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"844 Green Gray 3";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14723;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"845 Green Gray";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14724;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"846 Green Gray 4";;;;;5,972.40;;0.02;14.00;1.00;1.00;1;14725;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"847 Gray Slate";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14726;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"C01 Cool Gray 1";;;;;5,972.40;;0.02;14.00;1.00;1.00;0;14727;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"C02 Cool Gray 2";;;;;5,972.40;;0.02;14.00;1.00;1.00;0;14728;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"C03 Cool Gray 3";;;;;5,972.40;;0.02;14.00;1.00;1.00;0;14729;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"C04 Cool Gray 4";;;;;5,972.40;;0.02;14.00;1.00;1.00;0;14730;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"C05 Cool Gray 5";;;;;5,972.40;;0.02;14.00;1.00;1.00;0;14731;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"C06 Cool Gray 6";;;;;5,972.40;;0.02;14.00;1.00;1.00;0;14732;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"C07 Cool Gray 7";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14733;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"C08 Cool Gray 8";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14734;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"C09 Cool Gray 9";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14735;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"C10 Cool Gray 10";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14736;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"C11 Cool Gray 11";;;;;5,972.40;;0.02;14.00;1.00;1.00;1;14737;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"W01 Warm Gray 1";;;;;5,972.40;;0.02;14.00;1.00;1.00;1;14738;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"W02 Warm Gray 2";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14739;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"W03 Warm Gray 3";;;;;5,972.40;;0.02;14.00;1.00;1.00;1;14740;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"W04 Warm Gray 4";;;;;5,972.40;;0.02;14.00;1.00;1.00;1;14741;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"W05 Warm Gray 5";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14742;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"W06 Warm Gray 6";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14743;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"W07 Warm Gray 7";;;;;5,972.40;;0.02;14.00;1.00;1.00;1;14744;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"W08 Warm Gray 8";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14745;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"W09 Warm Gray 9";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14746;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"W10 Warm Gray 10";;;;;5,972.40;;0.02;14.00;1.00;1.00;2;14747;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"W11 Warm Gray 11";;;;;5,972.40;;0.02;14.00;1.00;1.00;1;14748;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"900 Black";;;;;5,972.40;;0.02;14.00;1.00;1.00;0;14749;;;;;;;;;;;;;
marcador-kurecolor-zig-2;;;Color;"B.1 Blender";;;;;5,972.40;;0.02;14.00;1.00;1.00;3;14750;;;;;;;;;;;;;
block-de-dibujo-n-5-negro-iglu;"Block De Dibujo N° 5 Negro Iglu";"Escolar > Blocks de hojas y repuestos";;;;;;;5,936.97;;0.23;0.50;22.00;29.80;20;120342;;SI;NO;;;;;Iglu;SI;;;;
block-de-dibujo-n-5-negro-exito;"Block De Dibujo N° 5 Negro Exito";"Escolar > Blocks de hojas y repuestos";;;;;;;2,595.21;;0.23;0.50;22.00;29.80;13;120334;;SI;NO;;;;;Exito;SI;;;;
mezclador-erika-18415;"Mezclador ERIKA 18415";"Artística > Pintura > Accesorios para Pintura, Artística > Herramientas";;;;;;;1,107.59;;0.06;2.00;11.00;19.00;0;316964;;NO;NO;;"artistica, mezcladora";;;ERIKA;SI;;;;
mezclador-erika-18520;"Mezclador ERIKA 18520";"Artística > Pintura > Accesorios para Pintura, Artística > Herramientas";;;;;;;4,422.14;;0.22;2.00;14.00;31.00;0;318191;;NO;NO;;"artistica, mezclador";;;ERIKA;SI;;;;
pirograbador-turk-2t;"Pirograbador Turk 2T.";"Artística > Herramientas";;;;;;;65,978.85;62,837.00;1.18;11.00;11.00;18.00;1;317302;;SI;SI;;;;;;SI;;;;
pirograbador-turk-6t;"Pirograbador Turk 6T.";"Artística > Herramientas";;;;;;;129,576.21;123,405.91;2.49;11.00;18.00;28.00;0;315646;;NO;SI;;;;;;SI;;;;
porta-plano;"Porta Plano";Oficina;;;;;;;960.00;;0.11;7.00;7.00;41.00;17;101441;;SI;NO;;;;;;SI;;;;
set-acrilico-valija-alba;"SET Acrilico Valija ALBA";"Artística > Pintura > Acrílicos";;;;;;;55,166.97;52,539.98;1.20;7.00;17.50;27.00;0;318036;;NO;SI;;"acrilico, acrilicos, set, valija";;;Alba;SI;;;;
set-acrilico-valija-eterna;"Set Acrilico Valija ETERNA";"Artística > Pintura > Acrílicos";;;;;;;84,047.29;80,045.04;3.72;9.00;34.00;34.00;1;315807;;SI;SI;;;;;Eterna;SI;;;;
set-acrilico-valija-alba-big-box;"SET Acrilico Valija ALBA Big Box";"Artística > Barniz, Artística > Pintura > Acrílicos";;;;;;;144,271.36;137,401.29;3.44;6.50;39.00;41.50;1;318034;;SI;SI;;"acrilico, acrilicos, set, valija";;;Alba;SI;;;;
kit-masa-dido-set-c-moldes-3d;"KIT MASA DIDO SET C.MOLDES 3D";"Juguetes y Libros";Modelo;"Animales Salvajes";;;;;2,420.00;;0.29;8.00;17.00;30.00;0;210290;;NO;NO;;;;;Dido;SI;;;;
kit-masa-dido-set-c-moldes-3d;;;Modelo;"Animales de Granja";;;;;2,420.00;;0.29;8.00;17.00;30.00;0;210289;;;;;;;;;;;;;
kit-masa-dido-set-c-moldes-3d;;;Modelo;"Dinosaurio Jurasico";;;;;2,420.00;;0.29;8.00;17.00;30.00;0;210291;;;;;;;;;;;;;
kit-masa-dido-set-c-moldes-3d;;;Modelo;"Dinosaurio Cretaceo";;;;;2,420.00;;0.29;8.00;17.00;30.00;0;210292;;;;;;;;;;;;;
pizarra-blanca-40x60-na1;"PIZARRA Blanca 40x60 NA";"Facultad > Marcadores > Para Pizarra, Oficina > Marcadores > Para Pizarra";;;;;;;9,790.03;;2.00;4.00;40.00;60.00;0;350340;;NO;NO;;;;;NA;SI;;;;
pizarra-blanca-80x120-na;"PIZARRA Blanca 80x120 NA";"Facultad > Marcadores > Para Pizarra, Oficina > Marcadores > Para Pizarra";;;;;;;31,751.46;;2.00;4.00;80.00;120.00;0;350344;;NO;NO;;;;;NA;SI;;;;
tonalizador-eterna;"Tonalizador ETERNA";Artística;Color;"Blanco Titanio";;;;;421.74;;0.15;1.00;13.00;13.00;1;317278;;SI;NO;;;;;;SI;;;;
tonalizador-eterna;;;Color;Maiz;;;;;421.74;;0.15;1.00;13.00;13.00;3;317279;;;;;;;;;;;;;
tonalizador-eterna;;;Color;"Amarillo Dorado";;;;;421.74;;0.15;1.00;13.00;13.00;3;317281;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Anaranjado;;;;;421.74;;0.15;1.00;13.00;13.00;2;317282;;;;;;;;;;;;;
tonalizador-eterna;;;Color;"Rojo Fuego";;;;;421.74;;0.15;1.00;13.00;13.00;1;317283;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Fucsia;;;;;421.74;;0.15;1.00;13.00;13.00;2;317295;;;;;;;;;;;;;
tonalizador-eterna;;;Color;"Rosa Bebe";;;;;421.74;;0.15;1.00;13.00;13.00;3;317284;;;;;;;;;;;;;
tonalizador-eterna;;;Color;"Celeste Bebe";;;;;421.74;;0.15;1.00;13.00;13.00;4;317285;;;;;;;;;;;;;
tonalizador-eterna;;;Color;"Celeste Bahia";;;;;421.74;;0.15;1.00;13.00;13.00;1;317286;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Calipso;;;;;421.74;;0.15;1.00;13.00;13.00;2;317296;;;;;;;;;;;;;
tonalizador-eterna;;;Color;"Azul Talo";;;;;421.74;;0.15;1.00;13.00;13.00;2;317287;;;;;;;;;;;;;
tonalizador-eterna;;;Color;"verde manzana";;;;;421.74;;0.15;1.00;13.00;13.00;1;317288;;;;;;;;;;;;;
tonalizador-eterna;;;Color;"Verde Talo";;;;;421.74;;0.15;1.00;13.00;13.00;1;317289;;;;;;;;;;;;;
tonalizador-eterna;;;Color;"Verde Oliva";;;;;421.74;;0.15;1.00;13.00;13.00;2;317290;;;;;;;;;;;;;
tonalizador-eterna;;;Color;"Gris Niebla";;;;;421.74;;0.15;1.00;13.00;13.00;2;317291;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Negro;;;;;421.74;;0.15;1.00;13.00;13.00;1;317292;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Abedul;;;;;421.74;;0.15;1.00;13.00;13.00;2;317297;;;;;;;;;;;;;
tonalizador-eterna;;;Color;"Roble Claro";;;;;421.74;;0.15;1.00;13.00;13.00;2;317298;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Haya;;;;;421.74;;0.15;1.00;13.00;13.00;5;317303;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Vison;;;;;421.74;;0.15;1.00;13.00;13.00;5;317304;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Cedro;;;;;421.74;;0.15;1.00;13.00;13.00;0;317293;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Peral;;;;;421.74;;0.15;1.00;13.00;13.00;3;317305;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Cerezo;;;;;421.74;;0.15;1.00;13.00;13.00;1;317294;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Teca;;;;;421.74;;0.15;1.00;13.00;13.00;4;317307;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Nogal;;;;;421.74;;0.15;1.00;13.00;13.00;1;317308;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Wengue;;;;;421.74;;0.15;1.00;13.00;13.00;3;317309;;;;;;;;;;;;;
tonalizador-eterna;;;Color;Habano;;;;;421.74;;0.15;1.00;13.00;13.00;2;317299;;;;;;;;;;;;;
tonalizador-eterna;;;Color;"Roble Oscuro";;;;;421.74;;0.15;1.00;13.00;13.00;2;317300;;;;;;;;;;;;;
laca-al-agua-eterna;"Laca al Agua ETERNA";"Artística > Barniz > Laca";Capacidad;350ml;;;;;2,445.14;;0.37;6.00;6.00;13.00;0;317277;;NO;NO;;;;;;SI;;;;
barniz-al-agua-eterna;"Barniz al Agua ETERNA";"Artística > Barniz";Capacidad;350ml;;;;;1,733.38;;0.37;6.00;6.00;13.00;0;317276;;NO;NO;;;;;;SI;;;;
fibra-sharpie-doble-punta;"Fibra SHARPIE Doble punta";"Facultad > Marcadores > Microfibras";Color;Negro;;;;;1,050.00;;0.10;1.00;1.00;17.50;4;11596;;SI;NO;;;;;;SI;;;;
fibra-sharpie-doble-punta;;;Color;Rojo;;;;;1,050.00;;0.10;1.00;1.00;17.50;20;11596;;;;;;;;;;;;;
fibra-sharpie-doble-punta;;;Color;Azul;;;;;1,050.00;;0.10;1.00;1.00;17.50;20;11596;;;;;;;;;;;;;
fibra-sharpie-doble-punta;;;Color;Verde;;;;;1,050.00;;0.10;1.00;1.00;17.50;20;11596;;;;;;;;;;;;;
dimensional-color-perlado-eterna-40ml;"Dimensional Color Perlado ETERNA 40ml";"Artística > Pintura > Decorativa";Color;Amarillo;;;;;753.12;;0.12;1.00;5.00;8.00;4;316275;;SI;NO;;"dimensional, pintura";;;ETERNA;SI;;;;
dimensional-color-perlado-eterna-40ml;;;Color;Azul;;;;;753.12;;0.12;1.00;5.00;8.00;1;316277;;;;;;;;;;;;;
dimensional-color-perlado-eterna-40ml;;;Color;Blanco;;;;;753.12;;0.12;1.00;5.00;8.00;3;316274;;;;;;;;;;;;;
dimensional-color-perlado-eterna-40ml;;;Color;Negro;;;;;719.27;;0.12;1.00;5.00;8.00;2;316280;;;;;;;;;;;;;
dimensional-color-perlado-eterna-40ml;;;Color;Rojo;;;;;753.12;;0.12;1.00;5.00;8.00;0;316276;;;;;;;;;;;;;
dimensional-color-perlado-eterna-40ml;;;Color;Verde;;;;;753.12;;0.12;1.00;5.00;8.00;2;316279;;;;;;;;;;;;;
dimensional-color-perlado-eterna-40ml;;;Color;Violeta;;;;;753.12;;0.12;1.00;5.00;8.00;2;316278;;;;;;;;;;;;;
dimensional-color-metalizado-eterna-40ml;"Dimensional Color Metalizado ETERNA 40ml";;Color;"oro antiguo";;;;;753.12;;0.12;1.00;5.00;8.00;1;312263;;SI;NO;;;;;;SI;;;;
dimensional-color-metalizado-eterna-40ml;;;Color;"oro ducado";;;;;753.12;;0.12;1.00;5.00;8.00;8;313021;;;;;;;;;;;;;
dimensional-color-metalizado-eterna-40ml;;;Color;"oro rico";;;;;719.28;;0.12;1.00;5.00;8.00;0;312494;;;;;;;;;;;;;
dimensional-color-metalizado-eterna-40ml;;;Color;peltre;;;;;753.12;;0.12;1.00;5.00;8.00;8;313020;;;;;;;;;;;;;
dimensional-color-c-glitter-eterna-40ml;"Dimensional Color c/ Glitter ETERNA 40ml";;Color;Azul;;;;;841.72;;0.12;1.00;5.00;8.00;4;316260;;SI;NO;;;;;;SI;;;;
dimensional-color-c-glitter-eterna-40ml;;;Color;cobre;;;;;841.72;;0.12;1.00;5.00;8.00;3;316266;;;;;;;;;;;;;
dimensional-color-c-glitter-eterna-40ml;;;Color;oro;;;;;841.70;;0.12;1.00;5.00;8.00;0;316261;;;;;;;;;;;;;
dimensional-color-c-glitter-eterna-40ml;;;Color;plata;;;;;841.70;;0.12;1.00;5.00;8.00;10;316262;;;;;;;;;;;;;
dimensional-color-c-glitter-eterna-40ml;;;Color;rojo;;;;;841.72;;0.12;1.00;5.00;8.00;0;316263;;;;;;;;;;;;;
dimensional-color-c-glitter-eterna-40ml;;;Color;rosa;;;;;841.72;;0.12;1.00;5.00;8.00;1;316264;;;;;;;;;;;;;
dimensional-color-c-glitter-eterna-40ml;;;Color;verde;;;;;841.72;;0.12;1.00;5.00;8.00;0;316265;;;;;;;;;;;;;
dimensional-color-c-glitter-traslucido-eterna-40ml;"Dimensional Color c/ Glitter Traslucido ETERNA 40ml";;Color;Amarillo;;;;;841.72;;0.12;1.00;5.00;8.00;5;316268;;SI;NO;;;;;;SI;;;;
dimensional-color-c-glitter-traslucido-eterna-40ml;;;Color;Azul;;;;;841.72;;0.12;1.00;5.00;8.00;4;316270;;;;;;;;;;;;;
dimensional-color-c-glitter-traslucido-eterna-40ml;;;Color;Blanco;;;;;841.72;;0.12;1.00;5.00;8.00;3;316267;;;;;;;;;;;;;
dimensional-color-c-glitter-traslucido-eterna-40ml;;;Color;Gris;;;;;841.72;;0.12;1.00;5.00;8.00;5;316273;;;;;;;;;;;;;
dimensional-color-c-glitter-traslucido-eterna-40ml;;;Color;Rojo;;;;;841.72;;0.12;1.00;5.00;8.00;10;316269;;;;;;;;;;;;;
dimensional-color-c-glitter-traslucido-eterna-40ml;;;Color;Verde;;;;;841.72;;0.12;1.00;5.00;8.00;10;316272;;;;;;;;;;;;;
dimensional-color-c-glitter-traslucido-eterna-40ml;;;Color;Violeta;;;;;841.72;;0.12;1.00;5.00;8.00;3;316271;;;;;;;;;;;;;
dimensional-fosforesente-eterna-40ml;"Dimensional Fosforesente ETERNA 40ml";;;;;;;;2,170.76;;0.12;1.00;5.00;8.00;0;316856;;NO;NO;;;;;;SI;;;;
dimensional-fluo-eterna-40ml;"Dimensional FLUO ETERNA 40ml";"Artística > Pintura > Decorativa";Color;"amarillo fluo";;;;;841.72;;0.11;1.00;5.00;8.00;5;313022;;SI;NO;;"dimensional, pintura";;;ETERNA;SI;;;;
dimensional-fluo-eterna-40ml;;;Color;"naranja fluo";;;;;841.72;;0.11;1.00;5.00;8.00;5;313023;;;;;;;;;;;;;
dimensional-fluo-eterna-40ml;;;Color;"rojo fluo";;;;;841.72;;0.11;1.00;5.00;8.00;0;313025;;;;;;;;;;;;;
dimensional-fluo-eterna-40ml;;;Color;"rosa fluo";;;;;841.72;;0.11;1.00;5.00;8.00;5;313026;;;;;;;;;;;;;
dimensional-fluo-eterna-40ml;;;Color;"violeta fluo";;;;;841.72;;0.11;1.00;5.00;8.00;0;316259;;;;;;;;;;;;;
dimensional-fluo-eterna-40ml;;;Color;"verde fluo";;;;;841.72;;0.11;1.00;5.00;8.00;5;313024;;;;;;;;;;;;;
dimensional-color-eterna-40ml;"Dimensional Color ETERNA 40ml";Artística;Color;"Amarillo bebe";;;;;664.52;;0.11;1.00;7.00;14.00;4;312187;;SI;NO;;;;;;SI;;;;
dimensional-color-eterna-40ml;;;Color;"Amarillo de Cadmio (Imit)";;;;;664.52;;0.11;1.00;7.00;14.00;10;312499;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;"amarillo dorado";;;;;664.52;;0.11;1.00;7.00;14.00;9;312189;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;"amarillo limon";;;;;664.52;;0.11;1.00;7.00;14.00;15;312188;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;anaranjado;;;;;664.52;;0.11;1.00;7.00;14.00;10;312500;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;"Azul Cobalto (Imit)";;;;;664.50;;0.11;1.00;7.00;14.00;2;312502;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;blanco;;;;;670.56;;0.11;1.00;7.00;14.00;9;312261;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;calipso;;;;;664.52;;0.11;1.00;7.00;14.00;0;312195;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;carmin;;;;;664.52;;0.11;1.00;7.00;14.00;4;312191;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;"celeste bebe";;;;;664.52;;0.11;1.00;7.00;14.00;4;312194;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;cobre;;;;;753.12;;0.11;1.00;7.00;14.00;5;312264;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;"gris niebla";;;;;664.52;;0.11;1.00;7.00;14.00;4;313018;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;"lila bebe";;;;;664.52;;0.11;1.00;7.00;14.00;4;312193;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;magenta;;;;;664.52;;0.11;1.00;7.00;14.00;4;312501;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;Negro;;;;;670.56;;0.11;1.00;7.00;14.00;3;312262;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;"rojo fuego";;;;;664.50;;0.11;1.00;7.00;14.00;2;312190;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;"rosa bebe";;;;;664.52;;0.11;1.00;7.00;14.00;4;312192;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;"rosa country";;;;;664.52;;0.11;1.00;7.00;14.00;5;313016;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;terracota;;;;;664.52;;0.11;1.00;7.00;14.00;0;313017;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;"verde bebe";;;;;664.52;;0.11;1.00;7.00;14.00;5;312197;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;"verde ingles";;;;;664.52;;0.11;1.00;7.00;14.00;6;312199;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;"verde manzana";;;;;664.52;;0.11;1.00;7.00;14.00;0;312198;;;;;;;;;;;;;
dimensional-color-eterna-40ml;;;Color;Violeta;;;;;664.52;;0.11;1.00;7.00;14.00;0;312196;;;;;;;;;;;;;
foil-para-metalizar-oro-eterna;"Foil para metalizar ORO ETERNA";"Artística > Herramientas, Artística > Texturas";;;;;;;3,050.94;;0.20;5.00;64.00;200.00;1;316607;;SI;NO;;"foil, oro";;;ETERNA;SI;;;;
lapiz-color-x24-maped-duo-colorpeps;"Lapiz Color x24 Maped Duo ColorPeps";"Escolar > Lapices de Colores";;;;;;;9,093.57;;0.12;1.00;14.50;21.00;0;14775;;SI;NO;;;;;Maped;SI;;;;
lapices-de-color-koh-i-noor-gioconda-x23;"Lapices de color KOH-I-NOOR Gioconda x23";"Artística > Dibujo > Lápices de Dibujo";;;;;;;92,716.71;88,301.62;0.32;1.50;18.50;19.50;1;13925;;SI;SI;;;;;;SI;;;;
lapices-koh-i-noor-gioconda-x24;"Lapices KOH-I-NOOR Gioconda x24";"Artística > Dibujo > Lápices de Dibujo";;;;;;;93,166.24;88,729.75;0.34;1.50;18.50;19.50;0;13926;;NO;SI;;;;;;SI;;;;
goma-de-borrar-rotring;"Goma de Borrar ROTRING";"Artística > Dibujo > Accesorios de Dibujo";;;;;;;1,260.49;;0.02;1.40;2.00;6.50;3;110095;;SI;NO;;"borrador, goma de borrar";;;ROTRING;SI;;;;
goma-borrar-miga-de-pan-koh-i-noor;"Goma Borrar Miga de Pan KOH-I-NOOR";"Escolar > Gomas de borrar, Facultad > Correctores y Borradores, Oficina > Goma de borrar, Artística > Dibujo > Accesorios de Dibujo";;;;;;;1,233.10;;0.02;0.60;3.80;5.00;15;110125;;SI;NO;;"6423, borrador, goma de borrar, hardtmuth";;;KOH-I-NOOR;SI;;;;
goma-artistica-miga-de-pan-plantec;"Goma artística Miga de Pan PLANTEC";"Artística > Dibujo > Accesorios de Dibujo";;;;;;;706.89;;0.02;1.00;3.60;3.90;5;110225;;NO;NO;;"artistica, borrador, goma de borrar, miga de pan";;;PLANTEC;SI;;;;
goma-panal-ventilada-plantec;"Goma Panal ventilada PLANTEC";;;;;;;;426.71;;0.03;1.60;2.40;5.00;17;110226;;SI;NO;;;;;;SI;;;;
goma-eco-amigable-plantec;"Goma ECO-Amigable PLANTEC";;;;;;;;426.71;;0.02;1.10;1.80;4.00;16;110228;;SI;NO;;;;;;SI;;;;
gel-para-transferencia-monitor;"Gel para Transferencia MONITOR";;;;;;;;557.27;;0.08;4.50;4.50;5.50;13;315415;;SI;NO;;;;;;SI;;;;
patina-a-la-cera-monitor;"Patina a la cera MONITOR";;;;;;;;663.40;;0.07;4.00;4.00;5.50;0;310486;;NO;NO;;;;;;SI;;;;
betun-de-judea-eq-arte-en-pasta;"Betun de Judea EQ ARTE en pasta";Artística;;;;;;;1,722.70;;0.19;7.00;7.00;7.00;1;311394;;SI;NO;;;;;;SI;;;;
pasta-para-modelar-monitor;"Pasta para modelar MONITOR";;Capacidad;100cc;;;;;842.70;;0.18;4.50;4.50;6.00;2;310507;;SI;NO;;;;;;SI;;;;
pasta-para-modelar-monitor;;;Capacidad;200cc;;;;;1,448.83;;0.32;6.50;6.50;9.00;2;311739;;;;;;;;;;;;;
gesso-acrilico-alba;"Gesso acrilico ALBA";;Capacidad;200ml;;;;;3,862.12;;0.30;6.50;6.50;8.50;1;311187;;SI;NO;;;;;;SI;;;;
gesso-acrilico-alba;;;Capacidad;500ml;;;;;7,937.94;;0.60;10.00;10.00;12.00;1;311188;;;;;;;;;;;;;
